0,1,2,3,4,5,6,7
0.251507627,0.021834625,0.2530423831998001,0.159916201,0.1610608020562303,0.264613451,0.186978297,0.09255079
0.255054984,0.025322997,0.18590012578114176,0.180167598,0.2056921082029006,0.393463231,0.173622705,0.161399549
0.52820149,0.023514212,0.5258078054719124,0.713687151,0.20763259981811383,0.181961031,0.716193656,0.173814898
0.194749911,0.023514212,0.16911456142647713,0.170391061,0.2212160411246065,0.274041483,0.260434057,0.167042889
0.389854558,0.02248062,0.40830885398338523,0.594972067,0.17723156518192923,0.221558768,0.741235392,0.171557562
0.279886485,0.022093023,0.21107847231313864,0.168994413,0.22639068576625315,0.406033941,0.202838063,0.107223476
0.279886485,0.022609819,0.290809903500733,0.268156425,0.22445019415103992,0.396605908,0.270450751,0.163656885
0.251507627,0.023126615,0.19429290795847404,0.261871508,0.10478654521504648,0.157448146,0.289649416,0.100451467
0.18410784,0.023126615,0.1481326054802089,0.164106145,0.10996118985669315,0.219358894,0.202003339,0.138826185
0.577864491,0.024031008,0.555182543595513,0.361731844,0.5213454072657285,0.396605908,0.333889816,0.483069977
0.219581412,0.023514212,0.20268569013580634,0.207402235,0.18952134507720167,0.14142049,0.261268781,0.17268623
0.205391983,0.023126615,0.1313470411255443,0.171089385,0.1959896501268344,0.221558768,0.237896494,0.179458239
0.382759844,0.022609819,0.3831305074513883,0.098463687,0.5090556273704562,0.286612194,0.194490818,0.651241535
0.201844626,0.023126615,0.1817037341895381,0.227653631,0.10413971501105344,0.127278441,0.28130217,0.135440181
0.435970202,0.022739018,0.5090222411172478,0.581005587,0.25679172040243775,0.327467002,0.649415693,0.130925508
0.631074849,0.031912145,0.806966009921357,0.867318436,0.2839586030154231,0.346323067,0.121869783,0.178329571
0.308265342,0.021834625,0.3495593787420591,0.155726257,0.4560155235557057,0.283469516,0.212020033,0.633182844
0.407591344,0.023385013,0.4041124633976565,0.601955307,0.11254851167589941,0.137020742,0.749582638,0.17268623
0.078041859,0.025452196,0.011330255889104862,0.073324022,0.02522638999453792,0.136392206,0.062604341,0.090293454
0.953884356,0.035529716,0.9958036094142714,0.594972067,0.9029754202425723,0.902576996,0.294657763,0.611738149
0.226676126,0.022868217,0.1733109520122058,0.147346369,0.1642949540794296,0.231615336,0.181135225,0.127539503
0.219581412,0.023514212,0.16911456142647713,0.104050279,0.21151358304854032,0.418604651,0.075125209,0.139954853
0.237318198,0.02248062,0.21947125449047095,0.157122905,0.14036222449287772,0.286612194,0.196160267,0.139954853
0.506917347,0.023643411,0.5132186317029764,0.69273743,0.19728331153805462,0.186360779,0.707846411,0.165914221
0.730400851,0.022739018,0.7440201430884272,0.324022346,0.8124191465380116,0.996857322,0.188647746,0.897291196
0.096842852,0.022609819,0.06840117429261454,0.011871508,0.18369987023156198,0.126649906,0.045075125,0.26523702
0.180560482,0.023126615,0.1649181698348735,0.177374302,0.1397153942888847,0.237272156,0.238731219,0.120767494
0.340191557,0.021705426,0.32438103221006215,0.125698324,0.41332470902424856,0.318038969,0.194490818,0.686230248
0.152181625,0.022739018,0.1397398233028766,0.020949721,0.2943078912954823,0.075738529,0.061769616,0.330699774
0.173465768,0.022351421,0.1649181698348735,0.020949721,0.3460543336990125,0.060967945,0.061769616,0.434537246
0.538843562,0.02377261,0.5048258495256442,0.32122905,0.49353169444875017,0.352608422,0.207846411,0.48758465
0.057467187,0.022997416,0.029374737117725588,0.009776536,0.16170763226022333,0.10370836,0.041736227,0.187358916
0.283433842,0.027906977,0.2572387747914038,0.180167598,0.25679172040243775,0.399748586,0.173622705,0.171557562
0.127350124,0.022093023,0.08518673864727916,0.012569832,0.21410090486774655,0.057825267,0.046744574,0.295711061
0.141539553,0.030490956,0.041963910886661515,0.046089385,0.02522638999453792,0.185732244,0.047579299,0.047404063
0.659453707,0.022609819,0.6852706678471011,0.209497207,0.8124191465380116,0.930861094,0.212020033,0.828442438
0.340191557,0.026485788,0.27822072973179707,0.226955307,0.20763259981811383,0.358893777,0.173622705,0.05530474
0.205391983,0.026744186,0.12295425894821199,0.081005587,0.1448900389305314,0.462602137,0.075125209,0.135440181
0.989357928,0.02751938,0.9790180450596068,0.895251397,0.6701164294266864,0.459459459,0.205342237,0.585778781
0.730400851,0.024547804,0.6558959297235005,0.546089385,0.49288486424475714,0.431175361,0.193656093,0.479683973
0.368570415,0.046124031,0.303399076263794,0.229748603,0.258732212017651,0.61345066,0.049248748,0.213318284
0.645264278,0.023255814,0.6600923203092292,0.846368715,0.31759378967480695,0.190760528,0.79966611,0.233634312
0.308265342,0.021963824,0.3369702059789981,0.152234637,0.476067269911831,0.262727844,0.212020033,0.62979684
0.148634267,0.023126615,0.11036508618515102,0.089385475,0.09184993511578099,0.374607165,0.054257095,0.162528217
0.240865555,0.023255814,0.19429290795847404,0.152932961,0.1811125484123557,0.246071653,0.179465776,0.128668172
0.205391983,0.022739018,0.1733109520122058,0.178072626,0.14036222449287772,0.201759899,0.193656093,0.176072235
0.194749911,0.022739018,0.1817037341895381,0.229050279,0.07115135755242842,0.144563168,0.282971619,0.135440181
0.255054984,0.027390181,0.20268569013580634,0.127793296,0.18175937861634872,0.434318039,0.057595993,0.189616253
0.279886485,0.02622739,0.2614351653771324,0.156424581,0.20439844779491453,0.3557511,0.173622705,0.179458239
0.037956722,0.022351421,0.007553503255486609,0.01047486,0.05886157765715597,0.136706474,0.041736227,0.082392777
0.262149698,0.02248062,0.23625681884513558,0.165502793,0.2212160411246065,0.38089252,0.202003339,0.10496614
0.198297269,0.022222222,0.20268569013580634,0.197625698,0.15912031044101707,0.147705845,0.285475793,0.153498871
0.567222419,0.02997416,0.6391103653688359,0.462290503,0.5536869335171264,0.453174104,0.166110184,0.425507901
0.059240866,0.022739018,0.006714225339515863,0.016759777,0.03428201786661107,0.157133878,0.047579299,0.046275395
