0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
0.042008197,0.057317073,0.072961373,0.06779661,0.064705882,0.032407407,0.072386059,0.02905569,0.021271567,0.033881897,0.024409449,0.043745392,0.152374203,0.043015158,0.008823529,0.064457882
0.050552524,0.002439024,0.0,0.013867488,0.114419306,0.085900673,0.016085791,0.006053269,0.007563224,0.004840271,0.006299213,0.004915213,0.02551382,0.057421822,0.026470588,0.004545455
0.030942623,0.015853659,0.004291845,0.044684129,0.08627451,0.009259259,0.00536193,0.012106538,0.018199007,0.019361084,0.021259843,0.030228557,0.057406095,0.009832036,0.070188981,0.012727273
0.172131148,0.187804878,0.115879828,0.320493066,0.235294118,0.259259259,0.174262735,0.152542373,0.184589931,0.142303969,0.061417323,0.167608749,0.284904323,0.141745186,0.111764706,0.095454545
0.164139344,0.18902439,0.077253219,0.346687211,0.454901961,0.238425926,0.09383378,0.153753027,0.116993619,0.177153921,0.118110236,0.246743672,0.295535082,0.192953707,0.105882353,0.058181818
0.016803279,0.015853659,0.034334764,0.041602465,0.114419306,0.085900673,0.061061484,0.021791768,0.016780903,0.005808325,0.003937008,0.056628764,0.027639972,0.006554691,0.055882353,0.049090909
0.004713115,0.009756098,0.090238102,0.081013312,0.114419306,0.013888889,0.002680965,0.002421308,0.000945403,0.061854279,0.008661417,0.056628764,0.008504607,0.057421822,0.070188981,0.064457882
0.015778689,0.024390244,0.0,0.043143297,0.003921569,0.030092593,0.00536193,0.032687651,0.011108485,0.066795741,0.047068443,0.043745392,0.068036853,0.057421822,0.035294118,0.064457882
0.011680328,0.014634146,0.090238102,0.043143297,0.114419306,0.085900673,0.008042895,0.018159806,0.014890097,0.022265247,0.047068443,0.017940526,0.09362514,0.057421822,0.005882353,0.025909091
0.050552524,0.002439024,0.090238102,0.030816641,0.114419306,0.0,0.061061484,0.010895884,0.008744978,0.001936108,0.007874016,0.017203244,0.066619419,0.057421822,0.020588235,0.027272727
0.016393443,0.030487805,0.090238102,0.020030817,0.114419306,0.055555556,0.034852547,0.020581114,0.013471992,0.057115198,0.025984252,0.032931924,0.036853296,0.015977059,0.002941176,0.012272727
0.004508197,0.006097561,0.090238102,0.029275809,0.114419306,0.085900673,0.0,0.001210654,0.001418104,0.011616651,0.003149606,0.010321946,0.019844082,0.0,0.005882353,0.064457882
0.096721311,0.070731707,0.13304721,0.201848998,0.045098039,0.12962963,0.131367292,0.10653753,0.102339872,0.083252662,0.031496063,0.091914475,0.124734231,0.05817288,0.120588235,0.091818182
0.002254098,0.002439024,0.090238102,0.003081664,0.114419306,0.085900673,0.061061484,0.049902101,0.001890806,0.000968054,0.047068443,0.001228803,0.011339476,0.002867677,0.070188981,0.001363636
0.013319672,0.001219512,0.090238102,0.009244992,0.114419306,0.00462963,0.013404826,0.00968523,0.00945403,0.006776379,0.022047244,0.056628764,0.031183558,0.001638673,0.005882353,0.064457882
0.013114754,0.014634146,0.090238102,0.023112481,0.114419306,0.009259259,0.016085791,0.020581114,0.011817537,0.012584705,0.047068443,0.008355861,0.014883062,0.007374027,0.002941176,0.064457882
0.061885246,0.029268293,0.120171674,0.184899846,0.003921569,0.043981481,0.050938338,0.054479419,0.064051052,0.01839303,0.07480315,0.057999508,0.079376329,0.008193363,0.070188981,0.064457882
0.436065574,0.509756098,0.090238102,0.543913713,0.656862745,0.585648148,0.399463807,0.332929782,0.476955802,0.40464666,0.416535433,0.449004669,0.393338058,0.192544039,0.45,0.430454545
0.026229508,0.026829268,0.090238102,0.033898305,0.049019608,0.05787037,0.061061484,0.015738499,0.016780903,0.049370765,0.024409449,0.053575817,0.021970234,0.01351905,0.070188981,0.064457882
0.004713115,0.003658537,0.090238102,0.0,0.01372549,0.085900673,0.061061484,0.001210654,0.00330891,0.061854279,0.011811024,0.056628764,0.022678951,0.057421822,0.008823529,0.018181818
0.156762295,0.193902439,0.068669528,0.269645609,0.17254902,0.078703704,0.195710456,0.192493947,0.175372252,0.099709584,0.174015748,0.158024085,0.3621545,0.081523966,0.223529412,0.188636364
0.004713115,0.0,0.090238102,0.003081664,0.015686275,0.002314815,0.016085791,0.002421308,0.00330891,0.0,0.000787402,0.000983043,0.029057406,0.057421822,0.070188981,0.064457882
0.010655738,0.002439024,0.090238102,0.018489985,0.114419306,0.006944444,0.013404826,0.002421308,0.020798866,0.061854279,0.013385827,0.010321946,0.02551382,0.057421822,0.014705882,0.011363636
0.000614754,0.061412569,0.090238102,0.0,0.114419306,0.085900673,0.061061484,0.002421308,0.001418104,0.004840271,0.047068443,0.001228803,0.007795889,0.001229005,0.070188981,0.064457882
0.040163934,0.009756098,0.154506438,0.06779661,0.066666667,0.034722222,0.018766756,0.041162228,0.08579532,0.022265247,0.035433071,0.043253871,0.156626506,0.000409668,0.035294118,0.06
0.008811475,0.018292683,0.008583691,0.016949153,0.114419306,0.030092593,0.002680965,0.00968523,0.004490664,0.021297193,0.002362205,0.013025313,0.09362514,0.057421822,0.0,0.001818182
0.022745902,0.058536585,0.017167382,0.06779661,0.007843137,0.006944444,0.061061484,0.037530266,0.029780194,0.034849952,0.037795276,0.035881052,0.080085046,0.030315444,0.070188981,0.064457882
0.004303279,0.0,0.090238102,0.003081664,0.114419306,0.085900673,0.061061484,0.003631961,0.002363507,0.000968054,0.003149606,0.056628764,0.022678951,0.057421822,0.070188981,0.064457882
0.008196721,0.061412569,0.090238102,0.016949153,0.114419306,0.085900673,0.0,0.003631961,0.00945403,0.001936108,0.002362205,0.004177931,0.02551382,0.057421822,0.070188981,0.064457882
0.009221311,0.003658537,0.034334764,0.024653313,0.114419306,0.085900673,0.002680965,0.014527845,0.005436067,0.002904163,0.005511811,0.013025313,0.031183558,0.057421822,0.070188981,0.064457882
0.005737705,0.01097561,0.090238102,0.009244992,0.015686275,0.027777778,0.061061484,0.004842615,0.002836209,0.015488867,0.003149606,0.006389776,0.031892275,0.011470709,0.070188981,0.064457882
0.004918033,0.002439024,0.090238102,0.001540832,0.114419306,0.009259259,0.061061484,0.003631961,0.001890806,0.006776379,0.01023622,0.056628764,0.007795889,0.004916018,0.002941176,0.015
0.023565574,0.052439024,0.090238102,0.040061633,0.094117647,0.048611111,0.061061484,0.024213075,0.019853463,0.064859632,0.013385827,0.034406488,0.051736357,0.057421822,0.070188981,0.028181818
0.003893443,0.008536585,0.090238102,0.001540832,0.114419306,0.085900673,0.061061484,0.001210654,0.003781612,0.006776379,0.047068443,0.000983043,0.09362514,0.057421822,0.070188981,0.064457882
0.006147541,0.008536585,0.090238102,0.00770416,0.114419306,0.027777778,0.0,0.006053269,0.006854172,0.004840271,0.047068443,0.056628764,0.032600992,0.057421822,0.011764706,0.064457882
0.007377049,0.006097561,0.090238102,0.003081664,0.114419306,0.00462963,0.061061484,0.001210654,0.005672418,0.033881897,0.047068443,0.01155075,0.013465627,0.057421822,0.070188981,0.033636364
0.158401639,0.169512195,0.090238102,0.471494607,0.139215686,0.148148148,0.219839142,0.128329298,0.265658237,0.121974831,0.068503937,0.148930941,0.422395464,0.065546907,0.197058824,0.204090909
0.050552524,0.003658537,0.090238102,0.016949153,0.114419306,0.085900673,0.0,0.010895884,0.002836209,0.009680542,0.047068443,0.020398132,0.014174344,0.057421822,0.070188981,0.064457882
0.034631148,0.08902439,0.008583691,0.066255778,0.078431373,0.043981481,0.042895442,0.033898305,0.028834791,0.063891578,0.025984252,0.034160727,0.066619419,0.016796395,0.026470588,0.009090909
0.010040984,0.008536585,0.090238102,0.023112481,0.114419306,0.06712963,0.002680965,0.008474576,0.00945403,0.022265247,0.017322835,0.013025313,0.024805103,0.056943875,0.023529412,0.064457882
0.011065574,0.013414634,0.090238102,0.006163328,0.037254902,0.020833333,0.002680965,0.008474576,0.007563224,0.030977735,0.047068443,0.019906611,0.022678951,0.02007374,0.070188981,0.005
0.025204918,0.037804878,0.090238102,0.020030817,0.114419306,0.023148148,0.016085791,0.024213075,0.01890806,0.038722168,0.021259843,0.024576063,0.09362514,0.038508808,0.017647059,0.024545455
0.055737705,0.076829268,0.090238102,0.130970724,0.094117647,0.342592593,0.061061484,0.078692494,0.1904987,0.085188771,0.086614173,0.115015974,0.203401843,0.140516182,0.041176471,0.058636364
0.010040984,0.014634146,0.090238102,0.01540832,0.114419306,0.006944444,0.018766756,0.012106538,0.007326873,0.027105518,0.001574803,0.010076186,0.042523033,0.002048341,0.070188981,0.011818182
0.11352459,0.119512195,0.107296137,0.211093991,0.184313725,0.12037037,0.072386059,0.101694915,0.133065469,0.114230397,0.113385827,0.105185549,0.126151665,0.128635805,0.064705882,0.079545455
0.007991803,0.004878049,0.090238102,0.027734977,0.114419306,0.085900673,0.061061484,0.00968523,0.008035925,0.061854279,0.014173228,0.007372819,0.058823529,0.000819336,0.070188981,0.064457882
0.005532787,0.0,0.0,0.004622496,0.114419306,0.085900673,0.061061484,0.006053269,0.003781612,0.061854279,0.047068443,0.003686409,0.030474841,0.001229005,0.002941176,0.005454545
0.075409836,0.181707317,0.055793991,0.104776579,0.147058824,0.085900673,0.061061484,0.081113801,0.06972347,0.130687318,0.071653543,0.060211354,0.174344437,0.053256862,0.126470588,0.172727273
0.019467213,0.01097561,0.012875536,0.061633282,0.114419306,0.023148148,0.042895442,0.025423729,0.022926022,0.050338819,0.057480315,0.067338412,0.072997874,0.057421822,0.020588235,0.041818182
0.088934426,0.15,0.030042918,0.138674884,0.419607843,0.18287037,0.018766756,0.076271186,0.048451903,0.151984511,0.035433071,0.12877857,0.207654146,0.213437116,0.070188981,0.042727273
0.018237705,0.020731707,0.090238102,0.072419106,0.114419306,0.085648148,0.032171582,0.016949153,0.016780903,0.012584705,0.011023622,0.056628764,0.116229624,0.020483408,0.008823529,0.021363636
0.005942623,0.004878049,0.0,0.003081664,0.114419306,0.085900673,0.061061484,0.002421308,0.001890806,0.01839303,0.003149606,0.002457606,0.09362514,0.030315444,0.070188981,0.012727273
0.00307377,0.004878049,0.090238102,0.030816641,0.114419306,0.085900673,0.013404826,0.008474576,0.00638147,0.003872217,0.000787402,0.004423691,0.004961021,0.001638673,0.014705882,0.064457882
0.01045082,0.001219512,0.090238102,0.021571649,0.114419306,0.085900673,0.013404826,0.010895884,0.010872134,0.019361084,0.012598425,0.008601622,0.02551382,0.002867677,0.070188981,0.064457882
0.003483607,0.002439024,0.090238102,0.081013312,0.114419306,0.009259259,0.002680965,0.001210654,0.002127157,0.013552759,0.01496063,0.004423691,0.006378455,0.002048341,0.002941176,0.004545455
0.010860656,0.004878049,0.090238102,0.016949153,0.114419306,0.085900673,0.008042895,0.013317191,0.00638147,0.010648596,0.001574803,0.014499877,0.009213324,0.000819336,0.0,0.0
0.033401639,0.026829268,0.08583691,0.114021572,0.005882353,0.085900673,0.085790885,0.044794189,0.065469156,0.033881897,0.009448819,0.017940526,0.055279943,0.056534207,0.014705882,0.048636364
0.046516393,0.082926829,0.021459227,0.038520801,0.096078431,0.046296296,0.016085791,0.041162228,0.036634365,0.059051307,0.017322835,0.060702875,0.09362514,0.029905776,0.008823529,0.044090909
0.003688525,0.061412569,0.090238102,0.003081664,0.0,0.085900673,0.061061484,0.0,0.000472701,0.002904163,0.007086614,0.000737282,0.019844082,0.057421822,0.070188981,0.001818182
0.155122951,0.190243902,0.064377682,0.206471495,0.356862745,0.30787037,0.190348525,0.133171913,0.146773812,0.191674734,0.207086614,0.270090931,0.217576187,0.057421822,0.161764706,0.147272727
0.220696721,0.314634146,0.25751073,0.258859784,0.21372549,0.402777778,0.195710456,0.213075061,0.212479319,0.293320426,0.148818898,0.216515114,0.483345145,0.354772634,0.197058824,0.166363636
0.015163934,0.007317073,0.017167382,0.057010786,0.007843137,0.016203704,0.053619303,0.020581114,0.016780903,0.031945789,0.052755906,0.020152372,0.014174344,0.057421822,0.0,0.064457882
0.082377049,0.067073171,0.090238102,0.132511556,0.021568627,0.069444444,0.101876676,0.078692494,0.108248641,0.122942885,0.050393701,0.051363971,0.246633593,0.063498566,0.029411765,0.099545455
0.050552524,0.002439024,0.090238102,0.027734977,0.114419306,0.085900673,0.069705094,0.014527845,0.04112503,0.061854279,0.01023622,0.009093143,0.014174344,0.057421822,0.002941176,0.005
0.024795082,0.046341463,0.021459227,0.064714946,0.105882353,0.041666667,0.026809651,0.041162228,0.034270858,0.039690223,0.007874016,0.021381175,0.087172218,0.034821794,0.023529412,0.014545455
0.017827869,0.036585366,0.034334764,0.027734977,0.114419306,0.085900673,0.002680965,0.014527845,0.014890097,0.061854279,0.018897638,0.023838781,0.083628632,0.002867677,0.002941176,0.012272727
0.007991803,0.01097561,0.090238102,0.016949153,0.007843137,0.085900673,0.008042895,0.006053269,0.004017963,0.007744434,0.047068443,0.010076186,0.027639972,0.0,0.017647059,0.022727273
0.009836066,0.018292683,0.090238102,0.010785824,0.052941176,0.002314815,0.0,0.014527845,0.004017963,0.03678606,0.0,0.009338904,0.09362514,0.008193363,0.011764706,0.064457882
0.010655738,0.013414634,0.090238102,0.004622496,0.01372549,0.00462963,0.00536193,0.003631961,0.006854172,0.027105518,0.0,0.022609978,0.049610206,0.057421822,0.070188981,0.012272727
0.007786885,0.008536585,0.090238102,0.016949153,0.031372549,0.002314815,0.061061484,0.007263923,0.007090522,0.002904163,0.030708661,0.00786434,0.014174344,0.057421822,0.002941176,0.019090909
0.16557377,0.193902439,0.158798283,0.309707242,0.266666667,0.342592593,0.174262735,0.197336562,0.160482156,0.214908035,0.127559055,0.155812239,0.355776045,0.07374027,0.282352941,0.160454545
0.007786885,0.017073171,0.090238102,0.003081664,0.114419306,0.060185185,0.002680965,0.013317191,0.005199716,0.027105518,0.000787402,0.011059228,0.01275691,0.0090127,0.002941176,0.006363636
0.006352459,0.01097561,0.012875536,0.009244992,0.114419306,0.085900673,0.010723861,0.010895884,0.008981328,0.006776379,0.047068443,0.002703367,0.012048193,0.016386727,0.070188981,0.064457882
0.02295082,0.02195122,0.030042918,0.020030817,0.114419306,0.006944444,0.029490617,0.024213075,0.023635074,0.061854279,0.032283465,0.016220202,0.036853296,0.006554691,0.070188981,0.019545455
0.007786885,0.008536585,0.008583691,0.013867488,0.114419306,0.085900673,0.002680965,0.007263923,0.004490664,0.011616651,0.004724409,0.056628764,0.030474841,0.00450635,0.005882353,0.064457882
0.022540984,0.030487805,0.038626609,0.066255778,0.114419306,0.0625,0.021447721,0.021791768,0.017017254,0.033881897,0.026771654,0.040304743,0.068745571,0.02458009,0.070188981,0.046363636
0.005122951,0.061412569,0.090238102,0.003081664,0.114419306,0.085900673,0.061061484,0.0,0.002599858,0.061854279,0.047068443,0.042762349,0.026222537,0.057421822,0.070188981,0.064457882
0.048565574,0.05,0.08583691,0.081664099,0.049019608,0.043981481,0.061061484,0.066585956,0.049633656,0.069699903,0.019685039,0.0312116,0.058114812,0.034002458,0.070188981,0.064457882
0.052459016,0.097560976,0.090238102,0.063174114,0.098039216,0.236111111,0.058981233,0.060532688,0.040415977,0.123910939,0.037795276,0.032194642,0.112686038,0.074559607,0.041176471,0.041818182
0.022336066,0.009756098,0.090238102,0.049306626,0.029411765,0.011574074,0.037533512,0.012106538,0.052706216,0.017424976,0.016535433,0.023101499,0.019135365,0.057421822,0.1,0.064457882
0.027868852,0.069512195,0.090238102,0.077041602,0.098039216,0.113425926,0.048257373,0.027845036,0.02552588,0.33107454,0.027559055,0.032440403,0.116938342,0.096681688,0.061764706,0.049545455
0.014959016,0.029268293,0.090238102,0.027734977,0.033333333,0.085900673,0.018766756,0.014527845,0.006145119,0.031945789,0.004724409,0.024084542,0.034018427,0.024170422,0.002941176,0.064457882
0.167008197,0.17804878,0.35193133,0.446841294,0.211764706,0.152777778,0.198391421,0.198547215,0.220987946,0.189738625,0.127559055,0.173261244,0.101346563,0.093814011,0.208823529,0.130909091
0.003688525,0.003658537,0.090238102,0.003081664,0.114419306,0.013888889,0.061061484,0.002421308,0.001181754,0.005808325,0.003937008,0.002949128,0.019135365,0.004096682,0.070188981,0.064457882
0.019262295,0.007317073,0.004291845,0.036979969,0.023529412,0.013888889,0.018766756,0.012106538,0.018671709,0.041626331,0.01023622,0.028016712,0.144578313,0.057421822,0.017647059,0.027727273
0.015368852,0.013414634,0.090238102,0.01540832,0.114419306,0.111111111,0.013404826,0.00968523,0.012526589,0.039690223,0.016535433,0.01155075,0.09362514,0.054895535,0.020588235,0.027272727
0.01557377,0.025609756,0.004291845,0.043143297,0.003921569,0.076388889,0.026809651,0.010895884,0.013471992,0.014520813,0.018110236,0.021872696,0.09362514,0.003687014,0.002941176,0.064457882
0.002459016,0.061412569,0.090238102,0.00770416,0.114419306,0.085900673,0.0,0.002421308,0.0,0.061854279,0.007874016,0.005898255,0.001417434,0.057421822,0.070188981,0.064457882
0.005737705,0.008536585,0.090238102,0.001540832,0.114419306,0.002314815,0.00536193,0.0,0.00307256,0.020329138,0.047068443,0.039813222,0.09362514,0.002048341,0.008823529,0.010909091
1.0,0.873170732,0.802575107,0.718027735,1.0,0.909722222,0.595174263,0.811138015,0.736705271,0.656340755,0.588976378,0.864831654,1.0,1.0,0.805882353,1.0
0.007172131,0.001219512,0.090238102,0.026194145,0.021568627,0.0,0.00536193,0.008474576,0.004017963,0.002904163,0.047068443,0.002949128,0.024805103,0.005735354,0.011764706,0.016818182
0.025,0.025609756,0.004291845,0.033898305,0.074509804,0.071759259,0.013404826,0.025423729,0.020326164,0.083252662,0.022834646,0.03907594,0.03827073,0.017206063,0.035294118,0.064457882
0.018442623,0.026829268,0.090238102,0.020030817,0.041176471,0.006944444,0.045576408,0.025423729,0.020798866,0.022265247,0.047068443,0.02727943,0.051736357,0.086439984,0.014705882,0.064457882
0.035245902,0.092682927,0.128755365,0.143297381,0.070588235,0.039351852,0.021447721,0.04842615,0.059560388,0.040658277,0.103149606,0.026050627,0.026931254,0.072101598,0.029411765,0.011818182
0.119262295,0.054878049,0.090238102,0.163328197,0.02745098,0.025462963,0.050938338,0.101694915,0.087686126,0.030009681,0.048818898,0.095600885,0.153791637,0.032773454,0.085294118,0.064457882
0.005327869,0.002439024,0.090238102,0.004622496,0.114419306,0.0,0.00536193,0.006053269,0.011108485,0.005808325,0.001574803,0.003686409,0.09362514,0.057421822,0.070188981,0.064457882
0.28647541,0.446341463,0.090238102,0.389830508,0.576470588,0.479166667,0.289544236,0.328087167,0.339872371,0.061854279,0.237795276,0.280167117,0.207654146,0.318312167,0.273529412,0.242727273
0.004918033,0.061412569,0.017167382,0.010785824,0.114419306,0.085900673,0.008042895,0.001210654,0.00330891,0.061854279,0.047068443,0.007127058,0.029766123,0.057421822,0.005882353,0.011363636
0.015983607,0.029268293,0.025751073,0.012326656,0.058823529,0.020833333,0.013404826,0.020581114,0.012053888,0.030009681,0.01023622,0.024330302,0.034727144,0.027857435,0.017647059,0.010454545
0.002868852,0.009756098,0.090238102,0.01540832,0.114419306,0.002314815,0.061061484,0.003631961,0.00330891,0.005808325,0.003149606,0.00393217,0.09362514,0.057421822,0.017647059,0.004090909
0.010860656,0.003658537,0.090238102,0.009244992,0.023529412,0.009259259,0.008042895,0.006053269,0.00307256,0.006776379,0.011023622,0.013271074,0.09362514,0.007783695,0.070188981,0.000909091
0.003483607,0.061412569,0.0,0.006163328,0.114419306,0.085900673,0.0,0.0,0.002363507,0.061854279,0.047068443,0.001720324,0.09362514,0.057421822,0.002941176,0.064457882
0.003893443,0.014634146,0.0,0.029275809,0.003921569,0.002314815,0.00536193,0.006053269,0.005672418,0.021297193,0.002362205,0.013025313,0.023387668,0.057421822,0.008823529,0.003636364
0.005942623,0.004878049,0.090238102,0.004622496,0.114419306,0.002314815,0.0,0.007263923,0.002599858,0.001936108,0.003937008,0.010567707,0.017717931,0.057421822,0.070188981,0.005454545
0.010860656,0.004878049,0.090238102,0.023112481,0.114419306,0.085900673,0.061061484,0.018159806,0.029543843,0.043562439,0.013385827,0.007372819,0.024805103,0.00450635,0.070188981,0.064457882
0.244057377,0.36097561,0.545064378,0.491525424,0.221568627,0.25462963,0.273458445,0.208232446,0.235878043,0.171345595,0.193700787,0.260506267,0.473423104,0.174108972,0.25,0.249090909
0.019672131,0.02804878,0.012875536,0.024653313,0.114419306,0.085900673,0.032171582,0.024213075,0.059796738,0.025169409,0.038582677,0.025067584,0.021970234,0.007374027,0.017647059,0.050909091
0.013114754,0.006097561,0.090238102,0.026194145,0.114419306,0.002314815,0.00536193,0.012106538,0.009690381,0.011616651,0.047068443,0.056628764,0.020552799,0.005735354,0.014705882,0.064457882
0.347336066,0.66097561,0.090238102,0.389830508,0.254901961,0.085900673,0.061061484,0.387409201,0.350508154,0.688286544,0.187401575,0.056628764,0.66832034,0.628430971,0.070188981,0.324090909
0.016598361,0.015853659,0.090238102,0.024653313,0.114419306,0.0,0.00536193,0.014527845,0.005908769,0.012584705,0.003937008,0.072007864,0.017009213,0.004916018,0.005882353,0.013181818
0.194877049,0.287804878,0.25751073,0.422187982,0.292156863,0.185185185,0.412868633,0.276029056,0.250059088,0.207163601,0.177165354,0.191201769,0.22182849,0.10077837,0.235294118,0.103181818
0.039754098,0.020731707,0.034334764,0.095531587,0.050980392,0.039351852,0.029490617,0.055690073,0.054360671,0.020329138,0.036220472,0.03514377,0.06378455,0.057763212,0.070188981,0.051363636
0.02807377,0.063414634,0.060085837,0.063174114,0.114419306,0.034722222,0.058981233,0.046004843,0.041834082,0.052274927,0.057480315,0.031457361,0.033309709,0.056124539,0.038235294,0.027272727
0.082991803,0.052439024,0.180257511,0.149460709,0.092156863,0.099537037,0.120643432,0.056900726,0.081777358,0.081316554,0.057480315,0.096092406,0.163004961,0.039328144,0.035294118,0.080454545
0.01045082,0.01097561,0.090238102,0.013867488,0.114419306,0.011574074,0.061061484,0.007263923,0.016071851,0.012584705,0.002362205,0.045957238,0.019135365,0.006964359,0.008823529,0.019545455
0.004713115,0.001219512,0.090238102,0.018489985,0.114419306,0.085900673,0.00536193,0.004842615,0.004727015,0.0,0.047068443,0.004177931,0.018426648,0.057421822,0.070188981,0.017272727
0.007172131,0.002439024,0.004291845,0.012326656,0.114419306,0.0,0.061061484,0.00968523,0.016780903,0.061854279,0.003937008,0.009830425,0.043231751,0.057421822,0.070188981,0.003181818
0.015163934,0.015853659,0.051502146,0.021571649,0.017647059,0.041666667,0.021447721,0.014527845,0.012999291,0.029041626,0.005511811,0.02752519,0.09362514,0.057421822,0.070188981,0.064457882
0.012090164,0.029268293,0.090238102,0.018489985,0.039215686,0.018518519,0.061061484,0.016949153,0.015599149,0.009680542,0.006299213,0.008110101,0.024096386,0.027857435,0.005882353,0.064457882
0.029918033,0.062195122,0.008583691,0.053929122,0.152941176,0.094907407,0.032171582,0.032687651,0.025998582,0.05517909,0.023622047,0.082329811,0.094968108,0.048750512,0.020588235,0.015454545
0.001434426,0.061412569,0.004291845,0.012326656,0.114419306,0.085900673,0.061061484,0.049902101,0.000709052,0.061854279,0.047068443,0.002211846,0.029766123,0.057421822,0.070188981,0.064457882
0.201434426,0.203658537,0.154506438,0.278890601,0.190196078,0.282407407,0.08310992,0.216707022,0.170645238,0.151984511,0.270866142,0.176947653,0.291991495,0.057421822,0.252941176,0.127727273
0.028278689,0.064634146,0.090238102,0.030816641,0.098039216,0.025462963,0.026809651,0.02905569,0.015362798,0.074540174,0.055905512,0.058982551,0.055279943,0.028267104,0.023529412,0.008636364
0.007581967,0.004878049,0.090238102,0.01540832,0.01372549,0.034722222,0.013404826,0.012106538,0.010872134,0.011616651,0.014173228,0.005652494,0.09362514,0.057421822,0.023529412,0.013636364
0.001434426,0.061412569,0.090238102,0.0,0.114419306,0.085900673,0.0,0.004842615,0.004017963,0.061854279,0.047068443,0.000983043,0.014883062,0.057421822,0.0,0.064457882
0.033196721,0.069512195,0.090238102,0.036979969,0.037254902,0.085900673,0.061061484,0.027845036,0.02859844,0.063891578,0.013385827,0.056628764,0.136782424,0.057421822,0.070188981,0.048636364
0.050552524,0.0,0.090238102,0.006163328,0.114419306,0.002314815,0.00536193,0.049902101,0.005672418,0.061854279,0.047068443,0.004423691,0.024805103,0.057421822,0.070188981,0.011818182
