0,1,2,3,4,5,6,7,8,9,10,11
0.0,0.004769475,0.0,0.020408163,0.01863354,0.056603774,0.0,0.0,0.0,0.0,0.0,0.0
0.001261034,0.004769475,0.01986755,0.0,0.01863354,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.001261034,0.014308426,0.033112583,0.020408163,0.01863354,0.056603774,0.12195122,0.073170732,0.066666667,0.0,0.157894737,0.157894737
0.026481715,0.007949126,0.033112583,0.074829932,0.01863354,0.056603774,0.073170732,0.0,0.0,0.0,0.0,0.0
0.0,0.004769475,0.0,0.0,0.0,0.056603774,0.073170732,0.0,0.0,0.0,0.0,0.0
0.001261034,0.007949126,0.033112583,0.102040816,0.031055901,0.094339623,0.12195122,0.12195122,0.066666667,0.066666667,0.263157895,0.157894737
0.0,0.004769475,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.016393443,0.058823529,0.059602649,0.034013605,0.031055901,0.056603774,0.073170732,0.073170732,0.066666667,0.066666667,0.157894737,0.157894737
0.021437579,0.023847377,0.165562914,0.020408163,0.031055901,0.056603774,0.073170732,0.073170732,0.066666667,0.066666667,0.157894737,0.157894737
0.001261034,0.004769475,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.014308426,0.059602649,0.034013605,0.01863354,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.073170732,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.003783102,0.004769475,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.157894737,0.0
0.005044136,0.014308426,0.01986755,0.020408163,0.0,0.0,0.073170732,0.12195122,0.0,0.0,0.157894737,0.0
0.023959647,0.014308426,0.01986755,0.020408163,0.0,0.056603774,0.073170732,0.073170732,0.066666667,0.0,0.0,0.0
0.020176545,0.007949126,0.01986755,0.0,0.0,0.056603774,0.073170732,0.073170732,0.066666667,0.066666667,0.0,0.0
0.003783102,0.014308426,0.01986755,0.020408163,0.01863354,0.056603774,0.0,0.073170732,0.066666667,0.066666667,0.0,0.0
0.041614124,0.100158983,0.072847682,0.06122449,0.031055901,0.056603774,0.073170732,0.073170732,0.066666667,0.0,0.0,0.0
0.021437579,0.017488076,0.033112583,0.020408163,0.01863354,0.0,0.073170732,0.0,0.0,0.066666667,0.0,0.0
0.007566204,0.033386328,0.01986755,0.020408163,0.01863354,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.010088272,0.023847377,0.033112583,0.020408163,0.055900621,0.094339623,0.12195122,0.073170732,0.066666667,0.066666667,0.157894737,0.157894737
0.0,0.004769475,0.01986755,0.020408163,0.0,0.0,0.073170732,0.0,0.0,0.0,0.0,0.0
0.010088272,0.023847377,0.205298013,0.034013605,0.055900621,0.094339623,0.073170732,0.073170732,0.066666667,0.066666667,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.020408163,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.003783102,0.014308426,0.01986755,0.020408163,0.0,0.0,0.0,0.0,0.066666667,0.0,0.0,0.0
0.060529634,0.106518283,0.072847682,0.074829932,0.155279503,0.056603774,0.12195122,0.463414634,0.111111111,0.111111111,0.473684211,0.789473684
0.005044136,0.030206677,0.01986755,0.020408163,0.01863354,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.003783102,0.06518283,0.072847682,0.074829932,0.031055901,0.056603774,0.073170732,0.073170732,0.066666667,0.066666667,0.157894737,0.157894737
0.001261034,0.017488076,0.01986755,0.020408163,0.01863354,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.107187894,0.081081081,0.973509934,0.278911565,0.428571429,1.0,0.707317073,0.609756098,0.688888889,0.2,0.263157895,0.157894737
0.001261034,0.004769475,0.0,0.0,0.01863354,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.04035309,0.017488076,0.125827815,0.306122449,0.068322981,0.169811321,0.12195122,0.12195122,0.066666667,0.066666667,0.0,0.0
0.001261034,0.004769475,0.033112583,0.0,0.0,0.056603774,0.073170732,0.0,0.066666667,0.066666667,0.0,0.157894737
0.020176545,0.014308426,0.01986755,0.020408163,0.01863354,0.094339623,0.073170732,0.073170732,0.066666667,0.0,0.0,0.157894737
0.0,0.004769475,0.0,0.0,0.0,0.0,0.073170732,0.0,0.0,0.0,0.0,0.0
0.084489281,0.055643879,0.072847682,0.142857143,0.031055901,0.056603774,0.073170732,0.073170732,0.0,0.0,0.263157895,0.157894737
0.020176545,0.017488076,0.205298013,0.034013605,0.031055901,0.094339623,0.073170732,0.073170732,0.111111111,0.066666667,0.157894737,0.157894737
0.058007566,0.030206677,0.19205298,0.06122449,0.031055901,0.094339623,0.073170732,0.073170732,0.066666667,0.066666667,0.157894737,0.157894737
0.010088272,0.017488076,0.01986755,0.020408163,0.01863354,0.056603774,0.0,0.0,0.0,0.066666667,0.0,0.0
0.003783102,0.007949126,0.0,0.0,0.01863354,0.056603774,0.0,0.073170732,0.0,0.066666667,0.157894737,0.0
0.0,0.007949126,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.005044136,0.004769475,0.01986755,0.034013605,0.01863354,0.056603774,0.073170732,0.0,0.0,0.0,0.0,0.0
0.020176545,0.007949126,0.01986755,0.020408163,0.01863354,0.056603774,0.073170732,0.0,0.0,0.066666667,0.0,0.0
0.107187894,0.090620032,0.245033113,0.06122449,0.055900621,0.094339623,0.12195122,0.12195122,0.111111111,0.066666667,0.263157895,0.473684211
0.0,0.0,0.0,0.020408163,0.01863354,0.056603774,0.0,0.073170732,0.066666667,0.0,0.0,0.0
0.001261034,0.049284579,0.072847682,0.06122449,0.031055901,0.056603774,0.073170732,0.073170732,0.066666667,0.066666667,0.0,0.0
0.0,0.007949126,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.157894737
0.010088272,0.004769475,0.01986755,0.0,0.01863354,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.016393443,0.030206677,0.231788079,0.020408163,0.01863354,0.056603774,0.073170732,0.073170732,0.066666667,0.066666667,0.0,0.157894737
0.0,0.0,0.01986755,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.01986755,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.004769475,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.001261034,0.023847377,0.01986755,0.020408163,0.01863354,0.0,0.0,0.12195122,0.111111111,0.066666667,0.157894737,0.157894737
0.011349306,0.033386328,0.033112583,0.020408163,0.01863354,0.056603774,0.073170732,0.073170732,0.0,0.0,0.0,0.0
0.127364439,0.046104928,0.072847682,0.238095238,0.01863354,0.094339623,0.073170732,0.073170732,0.066666667,0.111111111,0.263157895,0.157894737
0.001261034,0.004769475,0.033112583,0.0,0.0,0.0,0.0,0.073170732,0.066666667,0.0,0.0,0.0
0.089533417,0.058823529,0.099337748,0.102040816,0.155279503,0.283018868,0.219512195,0.219512195,0.111111111,0.111111111,0.263157895,0.157894737
0.0,0.004769475,0.01986755,0.0,0.0,0.0,0.0,0.0,0.066666667,0.0,0.157894737,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.066666667,0.0,0.0
0.003783102,0.004769475,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.066666667,0.0,0.0
0.0,0.004769475,0.01986755,0.0,0.0,0.056603774,0.0,0.0,0.0,0.0,0.0,0.0
0.003783102,0.023847377,0.01986755,0.020408163,0.01863354,0.056603774,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.004769475,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.003783102,0.0,0.0,0.020408163,0.0,0.056603774,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.054224464,0.109697933,0.072847682,0.034013605,0.031055901,0.056603774,0.073170732,0.073170732,0.066666667,0.066666667,0.263157895,0.0
0.037831021,0.055643879,0.298013245,0.129251701,0.217391304,0.471698113,0.365853659,0.268292683,0.422222222,0.244444444,0.157894737,0.157894737
0.003783102,0.014308426,0.165562914,0.020408163,0.01863354,0.056603774,0.12195122,0.073170732,0.066666667,0.0,0.157894737,0.157894737
0.0,0.004769475,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.013871375,0.033386328,0.311258278,0.102040816,0.093167702,0.20754717,0.219512195,0.12195122,0.2,0.111111111,0.263157895,0.473684211
0.005044136,0.074721781,0.165562914,0.06122449,0.031055901,0.056603774,0.073170732,0.073170732,0.0,0.0,0.0,0.0
0.021437579,0.014308426,0.01986755,0.0,0.0,0.0,0.073170732,0.073170732,0.0,0.0,0.157894737,0.0
0.001261034,0.004769475,0.01986755,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.007566204,0.004769475,0.01986755,0.020408163,0.0,0.0,0.0,0.0,0.0,0.066666667,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.073170732,0.0,0.0,0.0,0.0,0.0
0.0,0.004769475,0.01986755,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.005044136,0.004769475,0.0,0.0,0.0,0.0,0.073170732,0.0,0.0,0.0,0.157894737,0.0
0.003783102,0.023847377,0.01986755,0.020408163,0.01863354,0.0,0.0,0.0,0.0,0.066666667,0.0,0.0
0.063051702,0.364069952,0.40397351,0.346938776,0.180124224,0.358490566,0.268292683,0.365853659,0.333333333,0.2,0.263157895,0.789473684
0.001261034,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.001261034,0.004769475,0.01986755,0.0,0.0,0.0,0.0,0.0,0.0,0.066666667,0.0,0.0
0.001261034,0.0,0.0,0.020408163,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.007949126,0.01986755,0.020408163,0.01863354,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.010088272,0.023847377,0.01986755,0.020408163,0.01863354,0.056603774,0.12195122,0.0,0.0,0.0,0.0,0.0
0.074401009,0.208267091,0.19205298,0.129251701,0.055900621,0.094339623,0.12195122,0.12195122,0.111111111,0.111111111,0.263157895,0.157894737
0.04035309,0.014308426,0.033112583,0.129251701,0.01863354,0.094339623,0.073170732,0.073170732,0.066666667,0.066666667,0.157894737,0.157894737
0.0,0.014308426,0.01986755,0.020408163,0.01863354,0.0,0.0,0.073170732,0.0,0.0,0.0,0.0
0.007566204,0.046104928,0.298013245,0.06122449,0.031055901,0.056603774,0.073170732,0.073170732,0.066666667,0.066666667,0.157894737,0.157894737
0.003783102,0.033386328,0.033112583,0.034013605,0.031055901,0.056603774,0.073170732,0.073170732,0.0,0.0,0.157894737,0.0
0.013871375,0.017488076,0.271523179,0.06122449,0.118012422,0.20754717,0.12195122,0.12195122,0.066666667,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.016393443,0.131955485,0.245033113,0.129251701,0.068322981,0.169811321,0.12195122,0.073170732,0.066666667,0.066666667,0.157894737,0.157894737
0.001261034,0.004769475,0.01986755,0.020408163,0.01863354,0.056603774,0.0,0.0,0.066666667,0.111111111,0.157894737,0.157894737
0.0,0.004769475,0.01986755,0.0,0.0,0.0,0.0,0.0,0.111111111,0.066666667,0.157894737,0.0
0.001261034,0.0,0.01986755,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.030264817,0.007949126,0.01986755,0.020408163,0.0,0.056603774,0.12195122,0.0,0.0,0.0,0.157894737,0.157894737
0.001261034,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.003783102,0.007949126,0.01986755,0.020408163,0.01863354,0.056603774,0.073170732,0.073170732,0.066666667,0.066666667,0.0,0.0
0.036569987,0.07154213,0.099337748,0.034013605,0.031055901,0.056603774,0.12195122,0.463414634,0.066666667,0.111111111,0.263157895,0.157894737
0.007566204,0.014308426,0.01986755,0.0,0.031055901,0.056603774,0.073170732,0.073170732,0.0,0.0,0.0,0.0
0.0,0.0,0.01986755,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.004769475,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.021437579,0.014308426,0.059602649,0.25170068,0.068322981,0.20754717,0.219512195,0.12195122,0.111111111,0.066666667,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.04035309,0.007949126,0.01986755,0.0,0.01863354,0.094339623,0.073170732,0.073170732,0.066666667,0.066666667,0.0,0.157894737
0.034047919,0.074721781,0.139072848,0.129251701,0.118012422,0.20754717,0.219512195,0.12195122,0.066666667,0.066666667,0.578947368,0.789473684
0.041614124,0.058823529,0.033112583,0.020408163,0.01863354,0.056603774,0.073170732,0.073170732,0.0,0.066666667,0.263157895,0.157894737
0.0,0.023847377,0.059602649,0.034013605,0.01863354,0.056603774,0.073170732,0.073170732,0.066666667,0.066666667,0.0,0.0
0.001261034,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.003783102,0.007949126,0.01986755,0.020408163,0.01863354,0.056603774,0.0,0.0,0.0,0.066666667,0.0,0.0
0.0,0.004769475,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.003783102,0.004769475,0.01986755,0.020408163,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.004769475,0.0,0.0,0.0,0.0,0.073170732,0.0,0.0,0.0,0.0,0.0
0.037831021,0.014308426,0.01986755,0.020408163,0.01863354,0.056603774,0.0,0.073170732,0.0,0.066666667,0.263157895,0.157894737
0.010088272,0.007949126,0.01986755,0.020408163,0.0,0.0,0.0,0.0,0.0,0.0,0.157894737,0.157894737
0.020176545,0.049284579,0.099337748,0.074829932,0.031055901,0.094339623,0.12195122,0.12195122,0.111111111,0.066666667,0.157894737,0.157894737
0.001261034,0.004769475,0.01986755,0.020408163,0.0,0.0,0.0,0.0,0.0,0.066666667,0.0,0.0
0.0,0.0,0.01986755,0.0,0.0,0.0,0.0,0.073170732,0.0,0.0,0.0,0.0
0.001261034,0.033386328,0.033112583,0.06122449,0.055900621,0.056603774,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.014308426,0.01986755,0.020408163,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.017654477,0.030206677,0.033112583,0.034013605,0.01863354,0.056603774,0.219512195,0.12195122,0.111111111,0.244444444,0.157894737,0.263157895
0.089533417,0.07154213,0.033112583,0.034013605,0.01863354,0.094339623,0.073170732,0.073170732,0.066666667,0.066666667,0.157894737,0.0
0.0,0.004769475,0.0,0.0,0.0,0.0,0.073170732,0.073170732,0.0,0.0,0.0,0.0
0.013871375,0.033386328,0.205298013,0.034013605,0.031055901,0.056603774,0.073170732,0.0,0.066666667,0.0,0.0,0.0
0.021437579,0.176470588,0.311258278,0.197278912,0.130434783,0.20754717,0.268292683,0.365853659,0.244444444,0.2,0.263157895,0.263157895
