Att1,Att2,Att3,Att4,Att5,Att6,Att7,Att8,Att9,Att10,Att11,Att12,Att13,Att14,Att15,Att16,Att17,Att18,Att19,Att20,Att21,Att22,Att23,Att24,Att25,Att26,Att27,Att28,Att29,Att30,Att31,Att32,Att33,Att34,Att35,Att36,Att37,Att38,Att39,Att40,Att41,Att42,Att43,Att44,Att45,Att46,Att47,Att48,Att49,Att50,Att51,Att52,Att53,Att54,Att55,Att56,Att57,Att58,Att59,Att60,Att61,Att62,Att63,Att64,Att65,Att66,Att67,Att68,Att69,Att70,Att71,Att72,Att73,Att74,Att75,Att76,Att77,Att78,Att79,Att80,Att81,Att82,Att83,Att84,Att85,Att86,Att87,Att88,Att89,Att90,Att91,Att92,Att93,Att94,Att95,Att96,Att97,Att98,Att99,Att100,Att101,Att102,Att103
0.065442,-0.014931,0.093692,-0.0071319999999999,-0.0396069999999999,-0.084428,-0.0173949999999999,-0.05049,0.046312,0.017505,0.022659,0.05379,-0.068691,-0.084162,-0.060332,-0.163462,-0.009399,-0.05191,0.033666,-0.140123,-0.143585,-0.150942,-0.169377,-0.133429,-0.122637,-0.086588,-0.031806,-0.0069989999999999,-0.059532,-0.128449,-0.110918,0.047298,0.041427,0.1073089999999999,-0.035087,-0.109649,0.05024,0.030018,0.078425,0.046179,-0.184094,-0.002439,-0.066008,-0.071102,0.081133,0.087949,-0.002774,-0.104273,-0.078287,-0.075177,0.02698,0.055164,0.05066,-0.026486,0.101477,0.114047,0.009875,-0.055859,0.075524,0.178032,0.059973,0.1266789999999999,0.0035409999999999,0.138009,-0.175989,-0.036431,-0.14375,0.0308779999999999,0.216936,0.080921,0.079398,0.053453,-0.17765,-0.142275,-0.07246,-0.120769,-0.068965,0.185833,0.157589,-0.005706,-0.022195,-0.050121,-0.057132,0.328733,-0.032098,-0.049513,0.098439,0.174361,-0.051847,-0.038507,-0.054562,-0.058401,-0.034066,-0.011823,-0.0574559999999999,0.286556,-0.0263459999999999,-0.04743,-0.05152,-0.067268,-0.063723,-0.029287,-0.067996
-0.076461,-0.1108609999999999,-0.044888,0.140263,0.180233,0.203281,0.090254,0.158931,0.152825,-0.045237,0.072124,0.0722049999999999,0.155549,0.214921,0.103413,0.140575,0.044001,0.040024,-0.085834,-0.0902429999999999,-0.00595,0.07052,0.117486,0.169685,0.183136,0.08282,0.0172879999999999,0.012843,0.1044359999999999,-0.025192,-0.0774909999999999,-0.1241869999999999,-0.075698,-0.076745,0.021168,0.063056,0.009477,-0.101562,-0.100163,-0.018974,0.0385939999999999,0.045948,0.01686,-0.006556,-0.077086,-0.095915,-0.0496519999999999,0.085769,0.010153,-0.036611,-0.03601,-0.035432,-0.0131479999999999,0.01899,0.003663,0.006082,-0.043793,-0.026452,0.000715,-0.101743,-0.230555,-0.185318,-0.044631,-0.171782,0.2110199999999999,0.077043,0.267048,0.2594309999999999,-0.010318,0.1132519999999999,-0.193173,-0.1313869999999999,0.1128869999999999,0.109167,0.190072,0.0982799999999999,-0.002846,-0.100783,-0.116131,0.002025,-0.015943,-0.017404,-0.0077849999999999,-0.041461,-0.000963,0.001347,-0.005968,-0.021875,-0.021775,-0.027963,-0.036266,-0.0042899999999999,-0.028749,0.008519,-0.00694,-0.016179,-0.017997,-0.013811,-0.009548,-0.032718,0.01796,0.023992,0.116674
-0.105971,-0.00912,-0.032364,-0.10419,-0.184488,-0.014775,-0.1047609999999999,-0.0593529999999999,0.068155,0.071629,-0.022182,-0.076813,-0.131528,-0.139209,-0.090155,0.032184,-0.1277559999999999,-0.047149,0.021584,0.127282,-0.004647,-0.037935,-0.071281,-0.009976,-0.031311,0.030466,-0.001065,0.040632,0.115643,0.091685,0.0408399999999999,0.075286,-0.04975,0.057221,0.0303339999999999,-0.0937809999999999,-0.03601,0.0769779999999999,0.050231,0.069704,0.1195109999999999,0.079442,0.093941,0.216701,0.210673,0.14715,0.197877,0.064599,-0.059896,-0.081352,-0.094613,-0.116497,-0.200524,0.088211,-0.091991,-0.192477,-0.065397,0.0034219999999999,-0.090556,-0.009204,0.015936,-0.022095,-0.052009,-0.032825,0.101517,0.199692,0.144178,0.127834,-0.164831,0.03015,-0.080929,-0.057907,0.004606,-0.068207,0.055708,0.093982,0.093796,0.121941,0.02755,0.178043,0.146785,-0.086604,-0.070167,0.183081,-0.057168,-0.067159,0.246603,0.03714,-0.085426,-0.096773,-0.095677,-0.074117,-0.038518,-0.0764789999999999,-0.076313,0.0984179999999999,-0.070768,-0.057793,-0.058894,-0.084591,0.140794,-0.0547309999999999,0.030398
-0.057148,0.02021,0.002585,-0.026565,-0.0428029999999999,-0.045924,-0.002904,-0.028554,-0.042903,-0.095786,-0.094932,-0.060194,-0.125681,-0.072304,-0.0551279999999999,-0.085611,-0.012743,0.17425,0.023585,-0.134892,-0.045261,0.019487,-0.017904,-0.0607529999999999,-0.0489,-0.169768,-0.1642819999999999,-0.177903,-0.113506,-0.183074,-0.152285,-0.160411,-0.039151,-0.09281,-0.069897,-0.086963,-0.062144,-0.079315,-0.105097,-0.084587,-0.104568,-0.100189,-0.187653,-0.165414,-0.007156,-0.024559,-0.0260399999999999,-0.0950169999999999,0.212981,0.270878,0.199643,0.185538,0.15216,-0.096557,-0.022387,-0.104055,0.184637,0.204339,0.054307,0.0628,0.089314,0.0839429999999999,-0.031602,-0.011177,0.024058,0.00264,0.051121,-0.145001,0.066592,0.153357,-0.0088849999999999,0.006659,-0.039972,-0.060562,-0.018949,0.0693889999999999,0.0566659999999999,0.06326,0.0524139999999999,-0.040419,0.040155,0.016977,0.0309029999999999,-0.009656,-0.0119379999999999,-0.009713,-0.125399,-0.120826,-0.105823,0.164486,0.093996,0.091252,-0.010029,0.094542,-0.012354,-0.1512069999999999,0.015754,0.028383,-0.040388,-0.074166,-0.04291,-0.004608,0.094819
0.002768,-0.1116369999999999,-0.056851,-0.059494,-0.040455,-0.045538,0.014459,0.009907,0.177443,-0.01474,0.168518,0.003184,0.045231,0.056075,0.041238,0.15352,-0.1204109999999999,-0.047356,-0.054108,-0.049307,-0.069588,-0.023788,0.018999,0.060886,-0.009505,0.08652,0.034954,0.143576,0.070494,0.110466,0.050134,0.0074819999999999,0.023117,0.025483,0.018121,0.024401,0.020992,-0.031784,-0.0260329999999999,-0.106864,-0.100163,0.035618,0.014609,-0.099639,0.049879,-0.056977,-0.020736,0.026026,0.060695,0.137418,0.055395,-0.01358,-0.020458,-0.0537659999999999,-0.093735,-0.118503,0.075644,0.1570089999999999,-0.0518789999999999,-0.168999,-0.135787,-0.1087369999999999,-0.149422,-0.089404,0.0526,-0.0581929999999999,0.074614,-0.111463,0.0137349999999999,0.13505,-0.07148,0.116328,0.1371,0.247327,0.217746,0.06626,-0.0218289999999999,-0.068314,-0.131102,0.251985,0.232325,-0.097238,-0.0618299999999999,-0.081232,-0.064123,-0.0692909999999999,-0.060265,-0.068899,-0.067971,-0.090189,-0.087487,-0.060408,0.175873,-0.065408,0.208659,-0.063058,0.2142119999999999,0.210427,-0.052235,-0.071057,-0.059628,-0.05148,-0.080288
-0.0596649999999999,-0.101151,-0.072476,-0.141541,-0.057432,-0.082922,0.035561,-0.08367,-0.049562,-0.0080489999999999,-0.094634,-0.062068,-0.004219,-0.058144,0.001184,-0.127604,-0.056608,0.087622,-0.055889,-0.141671,-0.098797,-0.119516,-0.077125,0.014491,-0.077897,-0.027937,-0.010849,-0.035006,-0.004521,-0.057405,-0.076197,-0.032074,-0.027226,-0.073595,0.001648,0.063811,0.04166,0.042366,0.01839,-0.042855,-0.008217,-0.081669,-0.038537,-0.153098,-0.064975,-0.1968099999999999,-0.07877,-0.064763,0.023865,0.068467,0.303906,0.351249,0.3729719999999999,-0.116424,0.352667,0.290569,0.046044,0.058801,-0.066022,-0.041068,-0.1039119999999999,-0.130331,-0.058914,-0.09862,0.001847,-0.07138,0.0175069999999999,-0.052433,-0.037381,-0.088702,-0.070846,-0.008499,0.011889,0.012666,0.0705799999999999,0.1234369999999999,0.066184,0.0071489999999999,-0.013246,0.008853,-0.000834,-0.044039,-0.0278339999999999,-0.059884,0.020479,0.025531,-0.009398,-0.03716,-0.0242819999999999,-0.0441839999999999,-0.0446089999999999,0.006299,-0.032455,-0.0034159999999999,-0.00312,-0.015002,-0.01318,-0.019435,0.001225,-0.040336,-0.023946,0.033444,0.150104
0.0821559999999999,-0.016502,-0.113968,-0.11828,-0.044648,-0.052377,0.001619,0.044143,0.0758799999999999,0.029781,0.0415,0.024844,0.1045519999999999,0.185201,0.096425,0.099095,0.004017,0.034041,-0.111894,-0.0505269999999999,0.01659,0.1748549999999999,0.207326,0.153172,0.080734,0.010133,-0.091347,0.034018,-0.035029,-0.152891,-0.079555,-0.073143,0.188442,0.222155,0.2151449999999999,0.12739,0.1006789999999999,0.105444,0.077672,0.011198,0.054484,0.1027589999999999,0.088686,0.020708,0.004175,-0.011333,-0.001351,0.0104359999999999,-0.008668,0.0588919999999999,0.015851,0.057197,0.037349,-0.129716,0.018455,0.03258,-0.079316,-0.048343,-0.005076,-0.121647,-0.190729,-0.201642,-0.158331,-0.124147,-0.022,-0.032711,-0.183246,-0.1655309999999999,0.05176,-0.021455,-0.0558059999999999,0.117451,0.047911,0.031139,0.011627,-0.042745,-0.053721,-0.0907,-0.091309,-0.093661,0.0709299999999999,-0.028469,-0.155215,0.049277,-0.174035,-0.178053,0.021823,0.075211,0.093582,0.081803,0.073544,0.033087,0.047454,0.033205,0.062923,0.071324,-0.137343,-0.136259,0.081839,0.066159,-0.183844,0.147831,0.021792
0.057241,-0.072032,-0.192552,-0.098755,-0.060371,-0.022446,0.00056,0.045047,0.110419,0.022002,-0.014349,0.027368,0.102424,0.1043029999999999,-0.061889,0.030681,0.097102,0.059111,-0.102873,0.085944,0.089639,0.008074,0.156213,0.1029619999999999,0.04103,-0.001451,-0.239334,0.089864,0.095778,-0.131546,0.1176349999999999,-0.002816,0.275871,0.247015,0.16124,0.0787139999999999,0.116442,0.095438,0.084381,-0.0291629999999999,-0.053354,0.123564,0.095151,0.047109,0.067039,0.001171,0.0422839999999999,0.179363,-0.031208,-0.0012929999999999,-0.065532,-0.042491,-0.068977,-0.020861,-0.1502339999999999,-0.1121369999999999,-0.066974,-0.05409,0.039998,-0.2363489999999999,-0.0279139999999999,-0.088488,-0.102416,-0.089001,0.070403,0.078443,-0.1053359999999999,-0.07034,-0.154714,0.016312,-0.057894,0.043702,0.103099,0.073641,0.039469,-0.050896,-0.089025,-0.032366,0.015387,-0.029495,-0.048698,-0.038832,-0.007483,-0.070651,-0.036653,-0.03572,0.017342,-0.054711,-0.0528559999999999,-0.062652,-0.029711,-0.022061,-0.017126,-0.0422079999999999,-0.043357,-0.043959,-0.034599,-0.001444,-0.0299089999999999,0.279996,0.336341,-0.017046,0.025935
-0.025655,0.287464,0.010905,0.019532,-0.089339,-0.097178,-0.089347,-0.062163,0.001852,0.103052,-0.069034,0.0379829999999999,-0.012656,-0.0018399999999999,-0.188021,-0.0287529999999999,-0.041315,0.05014,-0.108738,0.0132229999999999,0.021535,0.032492,-0.006306,-0.005977,-0.016434,-0.009904,-0.05167,-0.12535,0.005423,0.081026,0.074675,0.232319,-0.081677,0.056884,-0.018684,-0.002058,-0.01066,0.034798,0.012173,0.046492,0.180388,-0.066067,-0.001018,0.043919,-0.090556,-0.013252,-0.0289999999999999,0.036489,-0.119749,-0.133377,-0.1199269999999999,-0.080486,-0.053946,0.074462,-0.012735,0.105902,-0.135977,-0.179799,0.140241,0.219432,0.081456,0.07256,-0.073523,0.042685,0.009655,0.063662,-0.057863,-0.0530179999999999,-0.045848,0.110264,0.0685559999999999,0.0728679999999999,-0.02652,-0.0199699999999999,-0.065807,0.07705,0.05,0.174696,0.055937,0.0139639999999999,-0.0385579999999999,0.250983,-0.017634,0.036685,-0.118351,-0.043933,0.402323,-0.1151819999999999,-0.127706,-0.103139,0.012591,-0.013373,0.047059,0.1002049999999999,-0.11752,-0.1064859999999999,0.110704,0.120092,-0.112602,-0.109068,-0.036172,0.019628,-0.00797
-0.068323,-0.0641289999999999,0.0529409999999999,0.0443089999999999,-0.018954,-0.071033,-0.000546,-0.000761,0.051155,-0.068787,0.0530919999999999,-0.030507,-0.035959,-0.015711,0.0627669999999999,0.031491,0.14542,-0.0623,-0.003244,-0.054698,0.019665,-0.05777,-0.039993,0.019363,-0.007075,0.113042,0.146252,0.154417,0.035588,0.146875,0.133233,0.050143,-0.0928129999999999,0.047491,0.008232,-0.058084,-0.072818,-0.072878,0.115426,0.2222829999999999,-0.052674,-0.155414,-0.119749,0.102335,-0.18389,-0.063807,-0.144964,0.132857,0.0899669999999999,-0.0247259999999999,0.00663,-0.005813,-0.063715,0.203794,0.121275,0.018778,-0.012708,-0.118083,-0.1166599999999999,-0.058895,-0.135268,-0.143599,-0.085395,-0.145795,0.20528,0.1494849999999999,0.180833,0.206315,-0.037891,-0.25592,-0.101424,-0.2069619999999999,0.152107,0.113014,0.093455,0.183783,0.266928,0.067027,0.013382,-0.0094349999999999,-0.019079,0.010598,-0.0166,-0.0548179999999999,0.001547,0.009548,0.017687,-0.036044,-0.01542,-0.042175,-0.042691,-0.015853,-0.018349,-0.012009,0.024907,-0.0242,-0.02555,-0.010842,-0.013321,-0.041703,0.013084,0.038057,0.121525
