0,1,2,3,4,5
0.555599214,0.996904025,0.264957265,0.317647059,0.758291175,0.788897576
0.407072692,0.913312693,0.85042735,0.852941176,0.419336706,0.442533229
0.700196464,0.941176471,0.760683761,0.764705882,0.448004497,0.426114152
0.693123772,0.941176471,0.752136752,0.752941176,0.397414278,0.37763878
0.259332024,0.030959752,0.435897436,0.435294118,0.379426644,0.444878812
0.590962672,0.996904025,0.35042735,0.364705882,0.599775155,0.624706802
0.914341847,0.93498452,0.055555556,0.052941176,0.408656549,0.384675528
0.693909627,0.947368421,0.743589744,0.741176471,0.433389545,0.4151681
0.478585462,0.925696594,0.645299145,0.641176471,0.44688027,0.479280688
0.381139489,0.024767802,0.521367521,0.541176471,0.228780214,0.280688038
0.70805501,0.941176471,0.752136752,0.752941176,0.608768971,0.574667709
0.742632613,0.93498452,0.760683761,0.764705882,0.655424396,0.609069586
0.480157171,0.916408669,0.739316239,0.741176471,0.442383361,0.469898358
0.201964637,0.018575851,0.521367521,0.517647059,0.073636875,0.15089914
0.469941061,0.965944272,0.692307692,0.764705882,0.456998314,0.485535575
0.634184676,1.0,0.264957265,0.317647059,1.0,1.0
0.705697446,0.92879257,0.132478632,0.129411765,0.481169196,0.484753714
0.696267191,0.931888545,0.153846154,0.152941176,0.51658235,0.52853792
0.035363458,0.024767802,0.435897436,0.494117647,0.059021922,0.155590305
0.521021611,0.92879257,0.435897436,0.435294118,0.480607083,0.505863956
0.315127701,0.030959752,0.435897436,0.482352941,0.347948286,0.401094605
0.724557957,0.972136223,0.538461538,0.541176471,0.433389545,0.420641126
0.313948919,0.897832817,1.0,1.0,0.295109612,0.342455043
1.0,0.931888545,0.0,0.0,0.035975267,0.022673964
0.682514735,0.93498452,0.773504274,0.776470588,0.517144463,0.495699765
0.966208251,0.93498452,0.008547009,0.005882353,0.043282743,0.033620016
0.702946955,0.972136223,0.521367521,0.529411765,0.559302979,0.548084441
0.490373281,0.959752322,0.606837607,0.623529412,0.872962338,0.863956216
0.930451866,0.922600619,0.051282051,0.052941176,0.028667791,0.025801407
0.535559921,0.922600619,0.320512821,0.311764706,0.509836987,0.544175137
0.627111984,0.92879257,0.11965812,0.117647059,0.642495784,0.665363565
0.775638507,0.984520124,0.35042735,0.423529412,0.766160764,0.749804535
0.704518664,0.92879257,0.153846154,0.152941176,0.494097808,0.50039093
0.044007859,0.00619195,0.606837607,0.682352941,0.010680157,0.099296325
0.488801572,0.92879257,0.551282051,0.547058824,0.462619449,0.493354183
0.621611002,0.944272446,0.786324786,0.788235294,0.44856661,0.455824863
0.485658153,0.916408669,0.837606838,0.841176471,0.329398539,0.34870993
0.862082515,0.93498452,0.076923077,0.082352941,0.409780776,0.397967162
0.428290766,0.959752322,0.692307692,0.705882353,0.523327712,0.593432369
0.0,0.0,0.606837607,0.647058824,0.012928612,0.102423769
