0,1,2
0.827586207,0.775862069,0.297774552
0.068965517,0.0,0.705611998
0.068965517,0.0,0.799225931
0.655172414,0.534482759,0.514513788
0.913793103,0.827586207,0.443396226
0.586206897,0.586206897,0.404450895
0.103448276,0.025862069,0.60208031
0.0,0.0,0.595549105
0.793103448,0.844827586,0.320270924
0.818965517,0.655172414,0.262215772
0.5,0.370689655,0.443396226
0.862068966,0.706896552,0.624576681
0.862068966,0.862068966,0.60208031
0.5,0.0,0.025882922
0.793103448,0.517241379,0.048379294
0.586206897,0.120689655,0.378567973
0.775862069,0.49137931,0.550072569
0.689655172,0.836206897,0.647314949
0.724137931,0.637931034,0.401306241
0.534482759,0.534482759,0.375423319
0.793103448,0.75,0.4109821
0.862068966,0.603448276,0.239477504
0.448275862,0.310344828,0.394775036
0.0,0.0,0.650459603
0.948275862,0.810344828,0.773584906
0.896551724,0.75862069,0.355829705
0.560344828,0.189655172,0.329946783
0.862068966,0.844827586,0.22327044
0.827586207,0.689655172,0.692549589
0.948275862,0.862068966,0.417513304
0.74137931,0.379310345,0.857764877
0.689655172,0.75862069,0.232946299
0.75862069,0.344827586,0.346153846
0.655172414,0.482758621,0.375423319
0.724137931,0.75862069,0.21988389
0.5,0.387931034,0.368892114
0.879310345,0.810344828,0.304305757
0.0,0.0,0.472423803
0.327586207,0.129310345,0.501451379
0.0,0.0,0.5890179
0.086206897,0.0,0.446782777
0.913793103,0.862068966,0.537252056
0.827586207,0.465517241,0.582486696
0.551724138,0.103448276,0.582486696
0.862068966,1.0,0.660135462
0.793103448,0.775862069,0.394775036
0.448275862,0.448275862,0.45960329
0.827586207,0.672413793,0.252298016
0.620689655,0.482758621,0.495162071
0.948275862,0.75862069,0.530720851
0.0,0.0,0.805757136
0.887931034,0.767241379,0.637397194
0.413793103,0.327586207,0.372036768
0.818965517,0.568965517,0.391630382
0.827586207,0.810344828,0.258829221
0.620689655,0.448275862,0.0
0.724137931,0.534482759,0.440251572
0.879310345,0.810344828,0.343009192
0.413793103,0.25862069,0.26850508
0.0,0.0,1.0
1.0,1.0,0.763909047
0.706896552,0.715517241,0.68287373
0.844827586,0.706896552,0.213594582
0.0,0.0,0.576197388
0.74137931,0.75862069,0.579342042
0.0,0.0,0.524189647
0.793103448,0.603448276,0.194000968
0.853448276,0.736206897,0.857764877
0.517241379,0.49137931,0.291243348
0.706896552,0.486206897,0.77672956
0.862068966,0.74137931,0.26850508
0.0,0.0,0.579342042
0.810344828,0.663793103,0.278422835
0.844827586,0.689655172,0.333333333
0.689655172,0.5,0.304305757
0.275862069,0.172413793,0.466134494
0.862068966,0.982758621,0.650459603
0.827586207,0.724137931,0.517658442
0.793103448,0.655172414,0.265360426
0.827586207,0.948275862,0.45960329
0.931034483,0.689655172,0.488630866
0.655172414,0.396551724,0.430575714
0.034482759,0.0,0.595549105
