0,1,2,3,4,5
0.146276596,0.12207528,0.188767551,0.045351474,0.047297297,0.088744589
0.22606383,0.11190234,0.173166927,0.151927438,0.114864865,0.067099567
0.646276596,0.246185148,0.845553822,1.0,0.693693694,1.0
0.191489362,0.11190234,0.235569423,0.113378685,0.085585586,0.153679654
0.239361702,0.13224822,0.204368175,0.068027211,0.126126126,0.11038961
0.210106383,0.08138352,0.188767551,0.004535147,0.101351351,0.021645022
0.215425532,0.08138352,0.204368175,0.004535147,0.126126126,0.034632035
0.186170213,0.08138352,0.109204368,0.022675737,0.081081081,0.067099567
0.303191489,0.12716175,0.266770671,0.158730159,0.256756757,0.196969697
0.22606383,0.11190234,0.173166927,0.022675737,0.114864865,0.067099567
0.215425532,0.08138352,0.307332293,0.20861678,0.211711712,0.255411255
0.210106383,0.08138352,0.143525741,0.0,0.101351351,0.0
0.210106383,0.08138352,0.143525741,0.0,0.101351351,0.045454545
0.215425532,0.08138352,0.188767551,0.045351474,0.114864865,0.088744589
0.122340426,0.11190234,0.071762871,0.20861678,0.027027027,0.244588745
0.215425532,0.08138352,0.307332293,0.158730159,0.182432432,0.266233766
0.093085106,0.09664293,0.204368175,0.068027211,0.103603604,0.11038961
0.191489362,0.11190234,0.235569423,0.113378685,0.085585586,0.153679654
0.159574468,0.22380468,0.344773791,1.0,0.058558559,1.0
0.183510638,0.12207528,0.188767551,0.045351474,0.078828829,0.088744589
0.332446809,0.245167854,0.408736349,0.371882086,0.22972973,0.4004329
0.002659574,0.0,0.071762871,0.20861678,0.027027027,0.244588745
0.186170213,0.11190234,0.188767551,0.045351474,0.081081081,0.088744589
0.210106383,0.11190234,0.260530421,0.158730159,0.101351351,0.196969697
0.212765957,0.08138352,0.126365055,0.0,0.103603604,0.0
0.191489362,0.11190234,0.235569423,0.113378685,0.085585586,0.153679654
0.239361702,0.13224822,0.528861154,0.197278912,0.126126126,0.11038961
0.212765957,0.14242116,0.237129485,0.197278912,0.103603604,0.132034632
0.305851064,0.270600203,0.332293292,0.278911565,0.220720721,0.296536797
0.853723404,0.408952187,0.900156006,1.0,0.646396396,1.0
0.265957447,0.201424212,0.4024961,0.507936508,0.216216216,0.53030303
0.002659574,0.0,0.388455538,0.428571429,0.081081081,0.454545455
0.002659574,0.0,0.001560062,0.428571429,0.024774775,0.454545455
0.210106383,0.08138352,0.143525741,0.0,0.101351351,0.045454545
0.122340426,0.11190234,0.326053042,0.20861678,0.027027027,0.244588745
0.170212766,0.08138352,0.173166927,0.022675737,0.067567568,0.067099567
0.646276596,0.246185148,0.845553822,1.0,0.693693694,1.0
0.215425532,0.08138352,0.204368175,0.068027211,0.126126126,0.11038961
0.22606383,0.12207528,0.188767551,0.045351474,0.114864865,0.088744589
0.186170213,0.09664293,0.326053042,0.383219955,0.081081081,0.411255411
0.186170213,0.224821974,0.51326053,0.303854875,0.092342342,0.335497835
0.196808511,0.08138352,0.188767551,0.045351474,0.09009009,0.088744589
0.191489362,0.367243133,0.814352574,0.954648526,0.085585586,0.956709957
0.234042553,0.1017294,0.226209048,0.278911565,0.148648649,0.296536797
0.215425532,0.08138352,0.204368175,0.068027211,0.126126126,0.034632035
0.210106383,0.08138352,0.188767551,0.004535147,0.101351351,0.021645022
0.265957447,0.201424212,0.4024961,0.485260771,0.252252252,0.508658009
0.265957447,0.11190234,0.15600624,0.158730159,0.256756757,0.196969697
0.210106383,0.08138352,0.143525741,0.0,0.101351351,0.045454545
0.196808511,0.08138352,0.188767551,0.045351474,0.09009009,0.088744589
0.215425532,0.08138352,0.333853354,0.219954649,0.238738739,0.255411255
0.210106383,0.08138352,0.188767551,0.004535147,0.103603604,0.021645022
0.186170213,0.08138352,0.109204368,0.022675737,0.081081081,0.067099567
0.119680851,0.130213632,0.464898596,0.485260771,0.024774775,0.508658009
0.146276596,0.12207528,0.188767551,0.045351474,0.047297297,0.088744589
0.093085106,0.09664293,0.204368175,0.068027211,0.103603604,0.11038961
0.239361702,0.09664293,0.388455538,0.485260771,0.182432432,0.508658009
0.22606383,0.11190234,0.173166927,0.022675737,0.114864865,0.067099567
0.186170213,0.08138352,0.173166927,0.022675737,0.081081081,0.067099567
0.265957447,0.201424212,0.4024961,0.485260771,0.252252252,0.508658009
0.215425532,0.08138352,0.160686427,0.151927438,0.114864865,0.19047619
0.22606383,0.11190234,0.173166927,0.022675737,0.114864865,0.067099567
0.821808511,0.545269583,0.492979719,0.768707483,1.0,0.956709957
0.882978723,0.762970498,1.0,1.0,0.727477477,1.0
0.252659574,0.1017294,0.173166927,0.022675737,0.198198198,0.067099567
0.183510638,0.12207528,0.188767551,0.045351474,0.078828829,0.088744589
0.122340426,0.11190234,0.071762871,0.20861678,0.027027027,0.244588745
0.175531915,0.1017294,0.173166927,0.022675737,0.072072072,0.067099567
0.505319149,0.246185148,0.692667707,0.653061224,0.367117117,0.668831169
0.186170213,0.08138352,0.109204368,0.022675737,0.081081081,0.067099567
0.210106383,0.08138352,0.126365055,0.0,0.101351351,0.0
0.239361702,0.11190234,0.204368175,0.022675737,0.126126126,0.067099567
0.212765957,0.08138352,0.126365055,0.0,0.103603604,0.0
0.196808511,0.08138352,0.188767551,0.045351474,0.09009009,0.088744589
0.303191489,0.140386572,0.355694228,0.281179138,0.256756757,0.454545455
0.22606383,0.12207528,0.188767551,0.045351474,0.114864865,0.088744589
0.119680851,0.09155646,0.326053042,0.428571429,0.024774775,0.454545455
0.212765957,0.13224822,0.237129485,0.197278912,0.103603604,0.11038961
0.215425532,0.08138352,0.333853354,0.219954649,0.238738739,0.255411255
0.265957447,0.11190234,0.266770671,0.158730159,0.256756757,0.196969697
0.199468085,0.1525941,0.307332293,0.20861678,0.092342342,0.255411255
0.170212766,0.08138352,0.173166927,0.022675737,0.067567568,0.067099567
0.505319149,0.246185148,0.692667707,0.653061224,0.367117117,0.668831169
0.22606383,0.11190234,0.173166927,0.022675737,0.114864865,0.067099567
0.093085106,0.09664293,0.204368175,0.068027211,0.103603604,0.11038961
0.191489362,0.530010173,0.814352574,0.954648526,0.085585586,0.956709957
0.186170213,0.199389624,0.307332293,0.20861678,0.092342342,0.281385281
0.215425532,0.08138352,0.307332293,0.20861678,0.225225225,0.255411255
0.210106383,0.08138352,0.143525741,0.0,0.101351351,0.045454545
0.186170213,0.11190234,0.173166927,0.022675737,0.081081081,0.067099567
0.244680851,0.160732452,0.276131045,0.145124717,0.148648649,0.183982684
0.0,0.08138352,0.0,0.022675737,0.067567568,0.067099567
0.186170213,0.224821974,0.408736349,0.303854875,0.092342342,0.335497835
0.002659574,0.0,0.001560062,0.428571429,0.024774775,0.454545455
0.210106383,0.11190234,0.266770671,0.158730159,0.101351351,0.196969697
0.119680851,0.175991862,0.464898596,0.485260771,0.024774775,0.508658009
0.186170213,0.224821974,0.408736349,0.303854875,0.193693694,0.335497835
0.119680851,0.09155646,0.326053042,0.428571429,0.024774775,0.454545455
0.265957447,0.11190234,0.15600624,0.158730159,0.256756757,0.196969697
0.22606383,0.11190234,0.341653666,0.022675737,0.114864865,0.067099567
0.170212766,0.11190234,0.266770671,0.022675737,0.067567568,0.067099567
0.239361702,0.201424212,0.4024961,0.485260771,0.252252252,0.508658009
0.183510638,0.12207528,0.188767551,0.045351474,0.078828829,0.088744589
0.111702128,0.08138352,0.173166927,0.022675737,0.067567568,0.067099567
0.361702128,0.245167854,0.408736349,0.371882086,0.22972973,0.4004329
0.210106383,0.08138352,0.143525741,0.0,0.101351351,0.0
0.122340426,0.11190234,0.071762871,0.20861678,0.027027027,0.244588745
0.252659574,0.11190234,0.266770671,0.145124717,0.137387387,0.196969697
0.265957447,0.175991862,0.385335413,0.369614512,0.148648649,0.383116883
0.199468085,0.245167854,0.408736349,0.371882086,0.22972973,0.4004329
0.002659574,0.0,0.001560062,0.428571429,0.081081081,0.454545455
0.22606383,0.11190234,0.173166927,0.022675737,0.114864865,0.067099567
0.210106383,0.08138352,0.143525741,0.0,0.101351351,0.045454545
0.146276596,0.12207528,0.188767551,0.045351474,0.047297297,0.088744589
0.882978723,0.642929807,0.907956318,1.0,0.671171171,1.0
0.215425532,0.08138352,0.160686427,0.174603175,0.114864865,0.212121212
0.186170213,0.201424212,0.464898596,0.383219955,0.081081081,0.411255411
0.244680851,0.160732452,0.277691108,0.145124717,0.148648649,0.183982684
0.111702128,0.08138352,0.173166927,0.022675737,0.067567568,0.067099567
0.210106383,0.08138352,0.126365055,0.0,0.101351351,0.0
0.146276596,0.22380468,0.344773791,1.0,0.047297297,1.0
0.002659574,0.0,0.071762871,0.335600907,0.027027027,0.415584416
0.090425532,0.11190234,0.344773791,0.979591837,0.0,1.0
0.210106383,0.08138352,0.143525741,0.0,0.101351351,0.045454545
0.183510638,0.12207528,0.188767551,0.045351474,0.078828829,0.088744589
0.0,0.08138352,0.0,0.022675737,0.067567568,0.067099567
0.212765957,0.13224822,0.237129485,0.197278912,0.103603604,0.11038961
0.002659574,0.0,0.071762871,0.20861678,0.027027027,0.244588745
0.212765957,0.14242116,0.237129485,0.247165533,0.103603604,0.132034632
0.212765957,0.1017294,0.157566303,0.0,0.204954955,0.0
0.002659574,0.0,0.326053042,0.335600907,0.081081081,0.415584416
0.22606383,0.12207528,0.188767551,0.045351474,0.114864865,0.088744589
0.196808511,0.08138352,0.188767551,0.045351474,0.09009009,0.088744589
0.212765957,0.08138352,0.157566303,0.0,0.103603604,0.045454545
0.210106383,0.08138352,0.188767551,0.045351474,0.101351351,0.021645022
0.0,0.08138352,0.0,0.022675737,0.067567568,0.067099567
0.196808511,0.08138352,0.188767551,0.045351474,0.09009009,0.088744589
0.212765957,0.08138352,0.157566303,0.0,0.103603604,0.0
0.22606383,0.11190234,0.173166927,0.022675737,0.114864865,0.067099567
0.0,0.08138352,0.0,0.022675737,0.067567568,0.067099567
0.186170213,0.1017294,0.173166927,0.022675737,0.081081081,0.067099567
0.215425532,0.08138352,0.160686427,0.151927438,0.114864865,0.19047619
0.002659574,0.0,0.071762871,0.20861678,0.027027027,0.244588745
0.212765957,0.1017294,0.188767551,0.045351474,0.114864865,0.088744589
0.311170213,0.484231943,0.67550702,0.653061224,0.186936937,0.668831169
0.215425532,0.08138352,0.333853354,0.219954649,0.238738739,0.255411255
0.244680851,0.13224822,0.204368175,0.068027211,0.148648649,0.11038961
0.215425532,0.08138352,0.160686427,0.151927438,0.114864865,0.19047619
1.0,0.433367243,0.900156006,1.0,0.77027027,1.0
0.311170213,0.484231943,0.67550702,0.653061224,0.186936937,0.668831169
0.265957447,0.11190234,0.266770671,0.158730159,0.256756757,0.196969697
0.22606383,0.12207528,0.188767551,0.045351474,0.114864865,0.088744589
0.191489362,0.530010173,0.814352574,0.954648526,0.085585586,0.956709957
0.265957447,0.11190234,0.15600624,0.145124717,0.245495495,0.196969697
0.265957447,0.11190234,0.307332293,0.20861678,0.148648649,0.255411255
0.215425532,0.08138352,0.157566303,0.0,0.114864865,0.045454545
0.090425532,0.11190234,0.344773791,0.979591837,0.0,1.0
0.210106383,0.08138352,0.143525741,0.0,0.101351351,0.045454545
0.093085106,0.08138352,0.160686427,0.174603175,0.114864865,0.212121212
0.135638298,0.0508647,0.388455538,0.428571429,0.182432432,0.454545455
0.212765957,0.13224822,0.237129485,0.197278912,0.103603604,0.11038961
