0,1,2,3,4,5,6,7
0.173465768,0.023385013,0.165623696,0.169692737,0.156673114,0.238214959,0.210350584,0.108352144
0.329549486,0.021963824,0.28660826,0.181564246,0.243713733,0.437460717,0.20951586,0.100451467
0.411138702,0.022868217,0.436795995,0.601955307,0.16827853,0.158705217,0.741235392,0.169300226
0.286981199,0.047674419,0.261576971,0.162011173,0.204384268,0.635449403,0.049248748,0.198645598
0.004256829,0.022609819,0.011681268,0.005586592,0.03997421,0.127278441,0.061769616,0.066591422
0.01241575,0.024935401,0.011681268,0.007681564,0.014829142,0.083595223,0.062604341,0.015801354
0.290528556,0.023514212,0.219858156,0.108240223,0.265635074,0.409176618,0.106844741,0.248306998
0.343738915,0.02248062,0.34084272,0.210195531,0.310767247,0.500314268,0.217863105,0.169300226
0.286981199,0.023385013,0.311639549,0.344273743,0.160541586,0.209616593,0.328046745,0.111738149
0.482085846,0.025968992,0.503546099,0.567039106,0.555125725,0.431175361,0.235392321,0.706546275
0.030862008,0.021963824,0.009178139,0.005586592,0.092843327,0.180389692,0.047579299,0.079006772
0.535296204,0.024289406,0.536921151,0.173882682,0.587362992,0.516027656,0.212020033,0.35778781
0.290528556,0.026098191,0.244889445,0.156424581,0.245647969,0.3557511,0.173622705,0.173814898
0.815537425,0.031524548,0.828952858,0.581005587,0.671179884,0.538026398,0.166110184,0.405191874
0.152181625,0.022609819,0.140592407,0.020251397,0.309477756,0.074795726,0.061769616,0.332957111
0.240865555,0.02751938,0.14893617,0.06773743,0.202450032,0.481458202,0.076794658,0.128668172
0.396949273,0.023385013,0.44931164,0.594972067,0.19729207,0.228472659,0.741235392,0.165914221
0.262149698,0.023643411,0.240717564,0.11452514,0.313990974,0.421747329,0.106844741,0.323927765
0.141539553,0.02622739,0.090529829,0.122206704,0.12959381,0.340037712,0.028380634,0.130925508
0.022703086,0.02377261,0.011681268,0.009776536,0.037395229,0.114079195,0.061769616,0.03724605
0.201844626,0.022739018,0.140592407,0.168296089,0.223726628,0.257071025,0.254590985,0.173814898
0.499822632,0.032428941,0.520233625,0.321927374,0.356544165,0.89629164,0.171118531,0.168171558
0.283433842,0.027906977,0.224030038,0.172486034,0.193423598,0.428032684,0.173622705,0.155756208
0.329549486,0.030620155,0.244889445,0.17877095,0.189555126,0.585166562,0.076794658,0.14221219
0.000709471,0.022093023,0.011681268,0.00698324,0.041263701,0.12602137,0.062604341,0.046275395
0.294075913,0.02248062,0.336670839,0.206005587,0.390070922,0.233500943,0.212020033,0.530474041
