Mean_Acc1298_Mean_Mem40_Centroid,Mean_Acc1298_Mean_Mem40_Rolloff,Mean_Acc1298_Mean_Mem40_Flux,Mean_Acc1298_Mean_Mem40_MFCC_0,Mean_Acc1298_Mean_Mem40_MFCC_1,Mean_Acc1298_Mean_Mem40_MFCC_2,Mean_Acc1298_Mean_Mem40_MFCC_3,Mean_Acc1298_Mean_Mem40_MFCC_4,Mean_Acc1298_Mean_Mem40_MFCC_5,Mean_Acc1298_Mean_Mem40_MFCC_6,Mean_Acc1298_Mean_Mem40_MFCC_7,Mean_Acc1298_Mean_Mem40_MFCC_8,Mean_Acc1298_Mean_Mem40_MFCC_9,Mean_Acc1298_Mean_Mem40_MFCC_10,Mean_Acc1298_Mean_Mem40_MFCC_11,Mean_Acc1298_Mean_Mem40_MFCC_12,Mean_Acc1298_Std_Mem40_Centroid,Mean_Acc1298_Std_Mem40_Rolloff,Mean_Acc1298_Std_Mem40_Flux,Mean_Acc1298_Std_Mem40_MFCC_0,Mean_Acc1298_Std_Mem40_MFCC_1,Mean_Acc1298_Std_Mem40_MFCC_2,Mean_Acc1298_Std_Mem40_MFCC_3,Mean_Acc1298_Std_Mem40_MFCC_4,Mean_Acc1298_Std_Mem40_MFCC_5,Mean_Acc1298_Std_Mem40_MFCC_6,Mean_Acc1298_Std_Mem40_MFCC_7,Mean_Acc1298_Std_Mem40_MFCC_8,Mean_Acc1298_Std_Mem40_MFCC_9,Mean_Acc1298_Std_Mem40_MFCC_10,Mean_Acc1298_Std_Mem40_MFCC_11,Mean_Acc1298_Std_Mem40_MFCC_12,Std_Acc1298_Mean_Mem40_Centroid,Std_Acc1298_Mean_Mem40_Rolloff,Std_Acc1298_Mean_Mem40_Flux,Std_Acc1298_Mean_Mem40_MFCC_0,Std_Acc1298_Mean_Mem40_MFCC_1,Std_Acc1298_Mean_Mem40_MFCC_2,Std_Acc1298_Mean_Mem40_MFCC_3,Std_Acc1298_Mean_Mem40_MFCC_4,Std_Acc1298_Mean_Mem40_MFCC_5,Std_Acc1298_Mean_Mem40_MFCC_6,Std_Acc1298_Mean_Mem40_MFCC_7,Std_Acc1298_Mean_Mem40_MFCC_8,Std_Acc1298_Mean_Mem40_MFCC_9,Std_Acc1298_Mean_Mem40_MFCC_10,Std_Acc1298_Mean_Mem40_MFCC_11,Std_Acc1298_Mean_Mem40_MFCC_12,Std_Acc1298_Std_Mem40_Centroid,Std_Acc1298_Std_Mem40_Rolloff,Std_Acc1298_Std_Mem40_Flux,Std_Acc1298_Std_Mem40_MFCC_0,Std_Acc1298_Std_Mem40_MFCC_1,Std_Acc1298_Std_Mem40_MFCC_2,Std_Acc1298_Std_Mem40_MFCC_3,Std_Acc1298_Std_Mem40_MFCC_4,Std_Acc1298_Std_Mem40_MFCC_5,Std_Acc1298_Std_Mem40_MFCC_6,Std_Acc1298_Std_Mem40_MFCC_7,Std_Acc1298_Std_Mem40_MFCC_8,Std_Acc1298_Std_Mem40_MFCC_9,Std_Acc1298_Std_Mem40_MFCC_10,Std_Acc1298_Std_Mem40_MFCC_11,Std_Acc1298_Std_Mem40_MFCC_12,BH_LowPeakAmp,BH_LowPeakBPM,BH_HighPeakAmp,BH_HighPeakBPM,BH_HighLowRatio,BHSUM1,BHSUM2,BHSUM3
0.061978,0.322637,0.0895779999999999,-69.90509399999999,3.909774,0.213388,1.61698,0.5977100000000001,0.688979,0.813802,0.3401099999999999,0.272507,0.6621279999999999,0.266597,0.422575,0.39609,0.053367,0.324278,0.035991,5.698251,1.368157,1.108707,0.8882389999999999,0.8848459999999999,0.6578890000000001,0.6369859999999999,0.645943,0.5488029999999999,0.549662,0.540879,0.496095,0.5000979999999999,0.024625,0.0805169999999999,0.007022,2.6660630000000003,0.5351739999999999,0.3744679999999999,0.2982329999999999,0.335707,0.191131,0.224417,0.2298199999999999,0.148253,0.1501549999999999,0.2029089999999999,0.136324,0.1643339999999999,0.0240319999999999,0.090513,0.029189,3.499164,0.222098,0.202575,0.174405,0.17117,0.099069,0.117875,0.130195,0.108357,0.092959,0.099264,0.10274,0.094184,0.018783,60,0.0,120,2,0.075361,0.0,0.085826
0.09219,0.256998,0.078833,-65.830741,2.083555,0.4335489999999999,1.604801,0.3820389999999999,0.961202,0.5715939999999999,0.88121,0.896208,1.00096,0.475647,0.4415439999999999,0.590186,0.047702,0.131964,0.0291899999999999,2.905601,0.8453200000000001,0.7570640000000001,0.639209,0.548016,0.481702,0.495768,0.482652,0.512391,0.490006,0.44445,0.405344,0.4226,0.025068,0.068102,0.007204,2.224637,0.570398,0.721558,0.430667,0.363186,0.3095429999999999,0.2504889999999999,0.25539,0.311484,0.327203,0.253878,0.178101,0.2088739999999999,0.021759,0.048863,0.0305959999999999,4.1063410000000005,0.391167,0.2550699999999999,0.1991089999999999,0.13263,0.0743809999999999,0.09936,0.083524,0.094585,0.129186,0.085275,0.090214,0.074009,0.247321,84,0.0242949999999999,168,2,0.582411,0.18433,0.816198
0.079861,0.513875,0.100513,-76.48882900000001,3.206312,-0.334826,1.801168,0.700025,0.7618229999999999,0.424876,0.1987529999999999,1.027949,0.771567,0.626808,0.696565,0.558926,0.080724,0.340656,0.050862,7.716553,1.909109,1.550496,1.117503,0.904049,0.754792,0.749258,0.743132,0.645573,0.55708,0.5714100000000001,0.5532819999999999,0.574874,0.038141,0.181599,0.008992,5.139397,1.095966,1.611624,0.5608770000000001,0.568988,0.4839229999999999,0.323727,0.4214489999999999,0.377506,0.240858,0.227336,0.306717,0.388812,0.039991,0.107449,0.028481,3.779275,0.518039,0.546511,0.274023,0.2775829999999999,0.1708329999999999,0.1758809999999999,0.155478,0.161503,0.126791,0.147136,0.14146,0.196013,0.061362,73,0.0,146,2,0.23223,0.08172,0.31395
0.088608,0.223232,0.092032,-65.629025,4.0765910000000005,-0.330496,1.5788,0.310146,-0.092158,0.272939,0.041068,0.496756,0.342566,0.383994,0.386517,0.571146,0.064492,0.206557,0.036449,5.690884,1.422977,1.240779,1.208541,1.01928,0.874626,0.7901590000000001,0.745746,0.69289,0.7156319999999999,0.550686,0.579723,0.581675,0.033293,0.04856,0.007681,2.036534,0.462776,0.567187,0.5877680000000001,0.490388,0.385053,0.2866829999999999,0.270719,0.264855,0.2738489999999999,0.198472,0.247862,0.333028,0.034816,0.0844029999999999,0.02906,3.583016,0.30316,0.270042,0.203006,0.2697719999999999,0.175428,0.176565,0.159396,0.139216,0.155692,0.095239,0.086577,0.138448,0.118814,53,0.152085,106,2,0.3945,0.3884,0.953621
0.0758799999999999,0.415133,0.09547,-72.021922,1.65277,-0.109276,1.477642,1.768205,1.244006,0.812403,1.0019,0.5324800000000001,0.562641,0.747206,0.422803,0.559508,0.073458,0.360671,0.041128,5.685952,1.479313,1.109743,0.8501790000000001,0.6896939999999999,0.564058,0.486167,0.438057,0.413531,0.4362439999999999,0.418604,0.377381,0.369731,0.026567,0.048874,0.006228,2.502399,0.552137,0.719892,0.4717149999999999,0.290536,0.1744349999999999,0.1497869999999999,0.148153,0.1276,0.065979,0.130103,0.0768409999999999,0.070852,0.030812,0.023818,0.028566,3.50627,0.152329,0.193227,0.081382,0.097357,0.083113,0.067518,0.067628,0.048472,0.0459,0.05173,0.041859,0.040636,0.452238,68,0.6456930000000001,136,2,0.519582,0.692006,1.256205
0.049263,0.576317,0.126595,-75.58098100000001,4.512896,0.386405,0.820257,0.5416880000000001,0.22753,-0.125473,-0.074309,0.530135,0.75757,0.245088,0.424575,1.246864,0.068065,0.41994,0.074425,8.907642,1.942064,1.16414,0.804685,0.879724,0.793034,0.760897,0.807279,0.63375,0.596568,0.5367689999999999,0.4942109999999999,0.670928,0.016237,0.079916,0.014277,3.196656,0.837374,0.650686,0.291658,0.55945,0.534421,0.504102,0.563335,0.4860359999999999,0.558933,0.426535,0.237075,0.339638,0.023717,0.018614,0.029105,3.996551,0.403065,0.217306,0.129891,0.2214179999999999,0.163418,0.200067,0.222723,0.120048,0.163695,0.142624,0.09746,0.160955,0.508884,93,0.3713639999999999,186,2,0.418095,0.595861,1.52927
0.092058,0.204178,0.084312,-70.48331800000001,3.465502,0.2225869999999999,1.322026,0.1498519999999999,0.547313,0.593056,0.407904,0.3835409999999999,0.499772,0.413384,0.588575,0.545666,0.0615649999999999,0.149384,0.031644,4.33972,1.316007,0.945712,0.979332,0.644409,0.588993,0.5685819999999999,0.543886,0.4804229999999999,0.501648,0.48034,0.465289,0.4657,0.021657,0.0390649999999999,0.00626,4.016873,0.546293,0.482621,0.692174,0.510182,0.4299729999999999,0.461585,0.299799,0.181801,0.24329,0.2399619999999999,0.247934,0.282489,0.027691,0.054504,0.030341,3.654018,0.402591,0.2377679999999999,0.267737,0.169339,0.126136,0.098902,0.096565,0.082425,0.1159029999999999,0.113205,0.086157,0.088434,0.450694,84,0.0,168,2,0.7857569999999999,0.150724,0.971956
0.1188119999999999,0.2827139999999999,0.098123,-73.044706,3.325299,0.8433889999999999,1.941173,0.869662,0.410705,0.985148,0.444858,0.376239,0.32359,0.365712,0.60064,0.395985,0.1097809999999999,0.251526,0.043624,6.284351,1.988883,1.711572,1.255824,0.979814,1.016693,0.76654,0.719634,0.59864,0.592697,0.545239,0.528358,0.468472,0.056746,0.111822,0.009569,3.531461,0.796007,0.6870729999999999,0.53581,0.531361,0.4017409999999999,0.289049,0.2179219999999999,0.174371,0.2185969999999999,0.1607859999999999,0.1497869999999999,0.122954,0.056593,0.0694289999999999,0.0284339999999999,3.757581,0.505087,0.337882,0.270039,0.239794,0.148151,0.1527589999999999,0.150247,0.1056119999999999,0.094192,0.107838,0.08737,0.070076,0.008598,90,0.135224,180,2,0.0198,0.0821929999999999,0.46526
0.0359769999999999,0.13999,0.0808779999999999,-73.14664300000001,6.315539,0.871116,0.735255,0.528011,0.590547,0.565179,0.7418399999999999,0.648105,0.511962,0.518125,0.484651,0.442249,0.02251,0.199212,0.032205,3.556611,0.984967,0.7514609999999999,0.5656869999999999,0.639367,0.613693,0.574868,0.5919449999999999,0.667725,0.690295,0.5884050000000001,0.67186,0.517636,0.015035,0.097383,0.007489,2.443123,0.749055,0.5109630000000001,0.492559,0.456655,0.396793,0.3987969999999999,0.349173,0.3350599999999999,0.32275,0.253268,0.326922,0.234105,0.026631,0.143586,0.0298389999999999,4.437819,0.353536,0.171036,0.175926,0.20393,0.2026359999999999,0.175464,0.169902,0.307834,0.225959,0.175493,0.198315,0.120916,0.038367,64,0.044748,128,2,0.128921,0.064599,0.200475
0.046965,0.109535,0.073727,-78.906019,5.3453230000000005,0.227913,1.947221,0.32375,1.22154,1.190233,0.640614,0.236319,0.219821,0.604438,0.922513,0.6576310000000001,0.021924,0.065799,0.03223,3.115622,0.970376,0.548163,0.557293,0.457847,0.433619,0.4417279999999999,0.47056,0.446364,0.4148449999999999,0.4077199999999999,0.416793,0.40658,0.016487,0.04233,0.008368,4.841711,0.803133,0.3537639999999999,0.321013,0.20384,0.333344,0.263531,0.254486,0.217961,0.229785,0.189815,0.200694,0.187324,0.025312,0.049047,0.0303459999999999,4.571743,0.385507,0.084083,0.125917,0.087369,0.081385,0.0936419999999999,0.080368,0.070333,0.066803,0.06269,0.068437,0.070531,0.075683,81,0.097331,162,2,0.395248,0.155995,0.8788600000000001
