Mean_Acc1000_Mean_Mem40_ZeroCrossings_HopSize512_WinSize512_AudioCh0,Mean_Acc1000_Mean_Mem40_Centroid_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0,Mean_Acc1000_Mean_Mem40_Rolloff_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0,Mean_Acc1000_Mean_Mem40_Flux_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0,Mean_Acc1000_Mean_Mem40_MFCC0_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0,Mean_Acc1000_Mean_Mem40_MFCC1_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0,Mean_Acc1000_Mean_Mem40_MFCC2_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0,Mean_Acc1000_Mean_Mem40_MFCC3_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0,Mean_Acc1000_Mean_Mem40_MFCC4_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0,Mean_Acc1000_Mean_Mem40_MFCC5_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0,Mean_Acc1000_Mean_Mem40_MFCC6_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0,Mean_Acc1000_Mean_Mem40_MFCC7_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0,Mean_Acc1000_Mean_Mem40_MFCC8_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0,Mean_Acc1000_Mean_Mem40_MFCC9_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0,Mean_Acc1000_Mean_Mem40_MFCC10_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0,Mean_Acc1000_Mean_Mem40_MFCC11_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0,Mean_Acc1000_Mean_Mem40_MFCC12_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0,Mean_Acc1000_Std_Mem40_ZeroCrossings_HopSize512_WinSize512_AudioCh0,Mean_Acc1000_Std_Mem40_Centroid_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0,Mean_Acc1000_Std_Mem40_Rolloff_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0,Mean_Acc1000_Std_Mem40_Flux_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0,Mean_Acc1000_Std_Mem40_MFCC0_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0,Mean_Acc1000_Std_Mem40_MFCC1_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0,Mean_Acc1000_Std_Mem40_MFCC2_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0,Mean_Acc1000_Std_Mem40_MFCC3_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0,Mean_Acc1000_Std_Mem40_MFCC4_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0,Mean_Acc1000_Std_Mem40_MFCC5_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0,Mean_Acc1000_Std_Mem40_MFCC6_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0,Mean_Acc1000_Std_Mem40_MFCC7_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0,Mean_Acc1000_Std_Mem40_MFCC8_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0,Mean_Acc1000_Std_Mem40_MFCC9_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0,Mean_Acc1000_Std_Mem40_MFCC10_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0,Mean_Acc1000_Std_Mem40_MFCC11_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0,Mean_Acc1000_Std_Mem40_MFCC12_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0,Std_Acc1000_Mean_Mem40_ZeroCrossings_HopSize512_WinSize512_AudioCh0,Std_Acc1000_Mean_Mem40_Centroid_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0,Std_Acc1000_Mean_Mem40_Rolloff_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0,Std_Acc1000_Mean_Mem40_Flux_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0,Std_Acc1000_Mean_Mem40_MFCC0_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0,Std_Acc1000_Mean_Mem40_MFCC1_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0,Std_Acc1000_Mean_Mem40_MFCC2_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0,Std_Acc1000_Mean_Mem40_MFCC3_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0,Std_Acc1000_Mean_Mem40_MFCC4_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0,Std_Acc1000_Mean_Mem40_MFCC5_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0,Std_Acc1000_Mean_Mem40_MFCC6_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0,Std_Acc1000_Mean_Mem40_MFCC7_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0,Std_Acc1000_Mean_Mem40_MFCC8_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0,Std_Acc1000_Mean_Mem40_MFCC9_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0,Std_Acc1000_Mean_Mem40_MFCC10_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0,Std_Acc1000_Mean_Mem40_MFCC11_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0,Std_Acc1000_Mean_Mem40_MFCC12_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0,Std_Acc1000_Std_Mem40_ZeroCrossings_HopSize512_WinSize512_AudioCh0,Std_Acc1000_Std_Mem40_Centroid_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0,Std_Acc1000_Std_Mem40_Rolloff_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0,Std_Acc1000_Std_Mem40_Flux_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0,Std_Acc1000_Std_Mem40_MFCC0_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0,Std_Acc1000_Std_Mem40_MFCC1_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0,Std_Acc1000_Std_Mem40_MFCC2_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0,Std_Acc1000_Std_Mem40_MFCC3_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0,Std_Acc1000_Std_Mem40_MFCC4_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0,Std_Acc1000_Std_Mem40_MFCC5_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0,Std_Acc1000_Std_Mem40_MFCC6_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0,Std_Acc1000_Std_Mem40_MFCC7_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0,Std_Acc1000_Std_Mem40_MFCC8_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0,Std_Acc1000_Std_Mem40_MFCC9_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0,Std_Acc1000_Std_Mem40_MFCC10_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0,Std_Acc1000_Std_Mem40_MFCC11_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0,Std_Acc1000_Std_Mem40_MFCC12_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0
0.126068,0.096357,0.216824,0.0876639999999999,-69.166725,5.272208999999999,-1.238928,2.025569,-0.415534,0.657289,0.5442899999999999,0.8657819999999999,0.599226,0.776003,0.342183,0.222485,0.5431520000000001,0.037741,0.035383,0.082413,0.039681,2.3861950000000003,0.969255,0.804667,0.753999,0.661737,0.648378,0.614197,0.5740810000000001,0.559658,0.493566,0.537265,0.54022,0.449796,0.035874,0.029146,0.064975,0.010378,4.813745,2.006952,0.8830969999999999,0.493056,0.441085,0.498108,0.390471,0.397807,0.382767,0.254374,0.274232,0.355073,0.174901,0.017582,0.016403,0.043936,0.031816,1.945996,0.368648,0.231802,0.240999,0.185756,0.165442,0.124371,0.118618,0.093798,0.087905,0.133299,0.1133069999999999,0.083284
0.105619,0.07249,0.294836,0.095708,-70.747513,2.730846,1.497916,2.281539,0.8625,0.537021,0.4877229999999999,0.294657,0.6317560000000001,0.2560719999999999,0.381817,0.54295,0.5139239999999999,0.082139,0.0755919999999999,0.299886,0.043858,5.391458,1.718973,1.332064,1.211773,0.842433,0.8549120000000001,0.720866,0.773469,0.545061,0.637764,0.53672,0.543809,0.495663,0.027884,0.025351,0.091676,0.010143,1.518303,0.743645,0.4227649999999999,0.471401,0.318442,0.333083,0.325176,0.261002,0.173628,0.247993,0.247432,0.216061,0.222296,0.029232,0.0318339999999999,0.07027,0.03129,1.538404,0.339941,0.248743,0.2111559999999999,0.152523,0.1569549999999999,0.115659,0.156423,0.093088,0.092484,0.082772,0.097148,0.101912
0.109469,0.08081,0.171345,0.091802,-62.511358,4.49744,-0.838255,1.425935,0.461281,0.9296,-0.056446,0.821996,0.675545,0.640165,0.613596,0.3718059999999999,0.553478,0.0308209999999999,0.029142,0.075115,0.043335,2.389769,0.914364,0.77936,0.686579,0.574533,0.528229,0.4930739999999999,0.465152,0.490834,0.459488,0.457374,0.439201,0.499288,0.016169,0.012194,0.03075,0.009405,1.322557,0.566455,0.325679,0.453024,0.349815,0.344401,0.232202,0.2313579999999999,0.245757,0.252834,0.275961,0.2331659999999999,0.278467,0.0123819999999999,0.013246,0.032522,0.031772,1.97537,0.206496,0.1716609999999999,0.150139,0.105102,0.1055069999999999,0.086052,0.092204,0.093594,0.079324,0.084825,0.081459,0.090462
0.0594409999999999,0.043863,0.078191,0.086971,-78.76746800000001,6.717027000000001,1.60086,1.272047,0.4507239999999999,1.198539,0.59037,0.600675,0.854583,0.485855,0.391208,0.289649,0.46221,0.024513,0.018568,0.05515,0.03716,3.112949,1.12188,0.8715879999999999,0.757328,0.699012,0.6146510000000001,0.504641,0.5179739999999999,0.4821439999999999,0.460213,0.4735229999999999,0.457899,0.472944,0.018016,0.014103,0.035999,0.010778,2.68767,0.874187,0.7179800000000001,0.649402,0.634258,0.45455,0.367132,0.385036,0.296599,0.316239,0.252553,0.2999489999999999,0.340265,0.013975,0.015677,0.064218,0.032007,2.294302,0.406343,0.297613,0.254116,0.216626,0.177537,0.078869,0.101438,0.083054,0.098038,0.077724,0.068808,0.079695
0.065964,0.050723,0.092075,0.087341,-77.38815799999999,7.305978,0.758066,1.308185,0.508352,0.403524,0.269646,0.98943,0.404801,0.008602,0.289024,0.3766739999999999,0.24303,0.021937,0.0171729999999999,0.048441,0.03803,3.106179,1.02488,0.751576,0.6768689999999999,0.617368,0.5260739999999999,0.563411,0.55371,0.58382,0.544147,0.519089,0.494853,0.479329,0.0201469999999999,0.015925,0.041417,0.009475,3.726268,0.960999,0.55548,0.43012,0.434837,0.277131,0.256551,0.331415,0.637119,0.375473,0.5224880000000001,0.390563,0.2094079999999999,0.017428,0.017237,0.053475,0.032523,2.7672060000000003,0.660664,0.166364,0.209701,0.185866,0.08494,0.163855,0.126078,0.149924,0.130616,0.12149,0.1160839999999999,0.084892
0.066699,0.054974,0.087496,0.0881769999999999,-79.342848,7.203415,0.0933529999999999,2.602346,0.601074,1.278419,0.7757539999999999,0.12544,0.510134,0.527161,0.658209,0.67101,0.67603,0.0272339999999999,0.023614,0.051687,0.03991,5.995396,1.382485,1.224589,0.8398329999999999,0.758271,0.609482,0.59918,0.604349,0.546816,0.583321,0.497154,0.495982,0.503858,0.029381,0.025751,0.050361,0.010626,5.547197,1.2245629999999998,0.8709120000000001,0.656914,0.807967,0.414301,0.457093,0.365676,0.367973,0.251014,0.354383,0.396547,0.368204,0.01766,0.019497,0.036657,0.032371,2.320742,0.406816,0.339803,0.265488,0.196026,0.20179,0.141953,0.146834,0.1963089999999999,0.173013,0.130853,0.155817,0.20451
0.048638,0.034799,0.059571,0.087113,-76.398671,7.591172,0.81472,2.066086,0.715953,0.757199,0.831168,0.460126,0.201404,0.304178,0.257683,0.5595600000000001,0.096359,0.018201,0.013658,0.035774,0.039965,2.922384,1.168666,0.787126,0.753333,0.572248,0.524068,0.561395,0.482037,0.48312,0.516261,0.476685,0.456377,0.450846,0.011429,0.010223,0.021844,0.012667,1.9689,0.739924,0.679932,0.814774,0.4685649999999999,0.30912,0.533672,0.4315029999999999,0.346217,0.2591489999999999,0.280777,0.312212,0.220919,0.009301,0.014273,0.034901,0.032014,2.095672,0.437205,0.400682,0.294177,0.179341,0.116271,0.2166409999999999,0.136007,0.111256,0.154252,0.105121,0.09208,0.096502
0.109949,0.0685669999999999,0.188931,0.089707,-67.236672,3.376491,1.002586,1.881604,0.853965,0.754923,0.704615,0.5359619999999999,0.551566,0.6621859999999999,0.685474,0.437478,0.578104,0.0571309999999999,0.047153,0.150453,0.040298,4.285483,1.250493,1.026442,0.727468,0.592834,0.5052479999999999,0.485547,0.471391,0.4597989999999999,0.479509,0.422589,0.424477,0.397914,0.025338,0.01905,0.0555299999999999,0.010057,2.586738,0.5162869999999999,0.601376,0.371707,0.283571,0.253215,0.150177,0.214554,0.152146,0.2182059999999999,0.167852,0.153008,0.134714,0.018594,0.018403,0.039704,0.032003,2.089025,0.331318,0.199106,0.11629,0.097623,0.0647529999999999,0.089008,0.1100869999999999,0.071723,0.096619,0.056852,0.054046,0.062511
0.127096,0.090377,0.211329,0.088254,-61.269772,3.497353,-0.69262,1.537524,0.5594020000000001,0.655382,0.907631,0.859173,0.441237,0.760813,0.357826,0.178755,0.03246,0.027147,0.027836,0.055514,0.041754,1.902414,0.669417,0.673227,0.646637,0.457725,0.493492,0.475343,0.438525,0.460135,0.4641399999999999,0.447956,0.432704,0.424302,0.007879,0.008467,0.0218009999999999,0.0098319999999999,0.7891,0.278446,0.2862449999999999,0.352378,0.1735809999999999,0.183159,0.159127,0.118519,0.145478,0.155618,0.1438019999999999,0.174206,0.156793,0.006927,0.010197,0.022038,0.03156,1.7365240000000002,0.13626,0.11333,0.1560369999999999,0.067501,0.090902,0.064487,0.054448,0.07092,0.070939,0.078969,0.072223,0.064685
0.0497769999999999,0.0328629999999999,0.1233539999999999,0.101793,-84.963111,4.141222,1.737066,1.277441,0.793362,0.835951,0.745779,1.066693,0.826893,1.016211,0.8601549999999999,0.672864,0.776123,0.047479,0.041844,0.218988,0.049537,8.184273,1.064706,0.856951,0.826313,0.629976,0.538393,0.554766,0.4944979999999999,0.480919,0.491774,0.454001,0.428696,0.429759,0.035712,0.025849,0.100838,0.009559,7.089491000000001,1.173545,1.302855,0.476267,0.60801,0.4844979999999999,0.286869,0.43377,0.186502,0.255713,0.161402,0.200254,0.202371,0.0378649999999999,0.041541,0.109771,0.030699,2.817791,0.365595,0.247246,0.224867,0.170753,0.093457,0.098019,0.0989879999999999,0.085822,0.0912549999999999,0.092319,0.072857,0.0822519999999999
