Mean_Acc1000_Mean_Mem40_ZeroCrossings_HopSize512_WinSize512_AudioCh0,Mean_Acc1000_Mean_Mem40_Centroid_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0,Mean_Acc1000_Mean_Mem40_Rolloff_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0,Mean_Acc1000_Mean_Mem40_Flux_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0,Mean_Acc1000_Mean_Mem40_MFCC0_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0,Mean_Acc1000_Mean_Mem40_MFCC1_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0,Mean_Acc1000_Mean_Mem40_MFCC2_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0,Mean_Acc1000_Mean_Mem40_MFCC3_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0,Mean_Acc1000_Mean_Mem40_MFCC4_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0,Mean_Acc1000_Mean_Mem40_MFCC5_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0,Mean_Acc1000_Mean_Mem40_MFCC6_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0,Mean_Acc1000_Mean_Mem40_MFCC7_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0,Mean_Acc1000_Mean_Mem40_MFCC8_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0,Mean_Acc1000_Mean_Mem40_MFCC9_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0,Mean_Acc1000_Mean_Mem40_MFCC10_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0,Mean_Acc1000_Mean_Mem40_MFCC11_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0,Mean_Acc1000_Mean_Mem40_MFCC12_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0,Mean_Acc1000_Std_Mem40_ZeroCrossings_HopSize512_WinSize512_AudioCh0,Mean_Acc1000_Std_Mem40_Centroid_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0,Mean_Acc1000_Std_Mem40_Rolloff_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0,Mean_Acc1000_Std_Mem40_Flux_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0,Mean_Acc1000_Std_Mem40_MFCC0_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0,Mean_Acc1000_Std_Mem40_MFCC1_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0,Mean_Acc1000_Std_Mem40_MFCC2_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0,Mean_Acc1000_Std_Mem40_MFCC3_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0,Mean_Acc1000_Std_Mem40_MFCC4_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0,Mean_Acc1000_Std_Mem40_MFCC5_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0,Mean_Acc1000_Std_Mem40_MFCC6_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0,Mean_Acc1000_Std_Mem40_MFCC7_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0,Mean_Acc1000_Std_Mem40_MFCC8_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0,Mean_Acc1000_Std_Mem40_MFCC9_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0,Mean_Acc1000_Std_Mem40_MFCC10_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0,Mean_Acc1000_Std_Mem40_MFCC11_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0,Mean_Acc1000_Std_Mem40_MFCC12_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0,Std_Acc1000_Mean_Mem40_ZeroCrossings_HopSize512_WinSize512_AudioCh0,Std_Acc1000_Mean_Mem40_Centroid_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0,Std_Acc1000_Mean_Mem40_Rolloff_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0,Std_Acc1000_Mean_Mem40_Flux_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0,Std_Acc1000_Mean_Mem40_MFCC0_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0,Std_Acc1000_Mean_Mem40_MFCC1_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0,Std_Acc1000_Mean_Mem40_MFCC2_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0,Std_Acc1000_Mean_Mem40_MFCC3_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0,Std_Acc1000_Mean_Mem40_MFCC4_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0,Std_Acc1000_Mean_Mem40_MFCC5_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0,Std_Acc1000_Mean_Mem40_MFCC6_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0,Std_Acc1000_Mean_Mem40_MFCC7_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0,Std_Acc1000_Mean_Mem40_MFCC8_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0,Std_Acc1000_Mean_Mem40_MFCC9_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0,Std_Acc1000_Mean_Mem40_MFCC10_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0,Std_Acc1000_Mean_Mem40_MFCC11_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0,Std_Acc1000_Mean_Mem40_MFCC12_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0,Std_Acc1000_Std_Mem40_ZeroCrossings_HopSize512_WinSize512_AudioCh0,Std_Acc1000_Std_Mem40_Centroid_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0,Std_Acc1000_Std_Mem40_Rolloff_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0,Std_Acc1000_Std_Mem40_Flux_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0,Std_Acc1000_Std_Mem40_MFCC0_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0,Std_Acc1000_Std_Mem40_MFCC1_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0,Std_Acc1000_Std_Mem40_MFCC2_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0,Std_Acc1000_Std_Mem40_MFCC3_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0,Std_Acc1000_Std_Mem40_MFCC4_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0,Std_Acc1000_Std_Mem40_MFCC5_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0,Std_Acc1000_Std_Mem40_MFCC6_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0,Std_Acc1000_Std_Mem40_MFCC7_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0,Std_Acc1000_Std_Mem40_MFCC8_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0,Std_Acc1000_Std_Mem40_MFCC9_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0,Std_Acc1000_Std_Mem40_MFCC10_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0,Std_Acc1000_Std_Mem40_MFCC11_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0,Std_Acc1000_Std_Mem40_MFCC12_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0
0.06638,0.045639,0.089024,0.089,-73.231015,5.995833,1.723423,1.234558,0.729204,1.236979,0.769939,0.412368,0.269908,0.735264,0.434259,0.533904,0.156028,0.028054,0.020371,0.067898,0.0389889999999999,3.467624,1.079778,0.750424,0.808909,0.642546,0.675717,0.622055,0.5737369999999999,0.554245,0.5415989999999999,0.492893,0.5924520000000001,0.56016,0.019714,0.01457,0.042493,0.0114209999999999,1.916852,0.758265,0.466708,0.5803590000000001,0.547722,0.352598,0.4774489999999999,0.3917,0.392415,0.445219,0.479271,0.465497,0.5176149999999999,0.012705,0.014322,0.047956,0.03165,1.815593,0.328488,0.250294,0.206286,0.133358,0.128053,0.1246,0.131482,0.127403,0.107976,0.1115599999999999,0.14343,0.171373
0.105619,0.07249,0.294836,0.095708,-70.747513,2.730846,1.497916,2.281539,0.8625,0.537021,0.4877229999999999,0.294657,0.6317560000000001,0.2560719999999999,0.381817,0.54295,0.5139239999999999,0.082139,0.0755919999999999,0.299886,0.043858,5.391458,1.718973,1.332064,1.211773,0.842433,0.8549120000000001,0.720866,0.773469,0.545061,0.637764,0.53672,0.543809,0.495663,0.027884,0.025351,0.091676,0.010143,1.518303,0.743645,0.4227649999999999,0.471401,0.318442,0.333083,0.325176,0.261002,0.173628,0.247993,0.247432,0.216061,0.222296,0.029232,0.0318339999999999,0.07027,0.03129,1.538404,0.339941,0.248743,0.2111559999999999,0.152523,0.1569549999999999,0.115659,0.156423,0.093088,0.092484,0.082772,0.097148,0.101912
0.109469,0.08081,0.171345,0.091802,-62.511358,4.49744,-0.838255,1.425935,0.461281,0.9296,-0.056446,0.821996,0.675545,0.640165,0.613596,0.3718059999999999,0.553478,0.0308209999999999,0.029142,0.075115,0.043335,2.389769,0.914364,0.77936,0.686579,0.574533,0.528229,0.4930739999999999,0.465152,0.490834,0.459488,0.457374,0.439201,0.499288,0.016169,0.012194,0.03075,0.009405,1.322557,0.566455,0.325679,0.453024,0.349815,0.344401,0.232202,0.2313579999999999,0.245757,0.252834,0.275961,0.2331659999999999,0.278467,0.0123819999999999,0.013246,0.032522,0.031772,1.97537,0.206496,0.1716609999999999,0.150139,0.105102,0.1055069999999999,0.086052,0.092204,0.093594,0.079324,0.084825,0.081459,0.090462
0.097227,0.071257,0.149767,0.087861,-72.68893299999999,4.814419,0.708396,1.265996,0.406091,0.8613270000000001,0.364485,0.634556,0.502614,0.744156,0.7595850000000001,0.630247,0.229731,0.0339519999999999,0.0292459999999999,0.080747,0.03782,2.935708,1.150822,0.830657,0.757969,0.699101,0.58535,0.573188,0.553942,0.5365439999999999,0.511922,0.517077,0.501583,0.461209,0.029952,0.025557,0.061787,0.010773,2.809229,0.8046810000000001,0.73452,0.8467389999999999,0.474757,0.436436,0.682825,0.379283,0.381791,0.327162,0.3927199999999999,0.340082,0.28695,0.017291,0.018663,0.053249,0.032232,2.15246,0.319626,0.242968,0.199996,0.170403,0.139557,0.1197839999999999,0.112865,0.110219,0.093676,0.116397,0.099659,0.089247
0.063294,0.04314,0.088827,0.0853429999999999,-80.46965300000001,5.958378,0.889458,2.070826,1.099392,0.98566,0.717572,0.380084,0.843988,0.740204,0.4686909999999999,0.290168,0.172296,0.037145,0.031405,0.082034,0.039556,4.028386,1.488106,0.928907,0.8350870000000001,0.648832,0.598601,0.566125,0.600172,0.464057,0.49827,0.484317,0.481591,0.516472,0.032147,0.02425,0.0593879999999999,0.010531,6.679187,1.56158,0.731726,1.165176,0.483246,0.427279,0.480463,0.404579,0.2473389999999999,0.351077,0.30165,0.380835,0.39178,0.038273,0.0377399999999999,0.073919,0.031943,2.450423,0.692797,0.3398469999999999,0.374739,0.221513,0.15529,0.156496,0.136128,0.101792,0.099652,0.102295,0.125331,0.089008
0.065964,0.050723,0.092075,0.087341,-77.38815799999999,7.305978,0.758066,1.308185,0.508352,0.403524,0.269646,0.98943,0.404801,0.008602,0.289024,0.3766739999999999,0.24303,0.021937,0.0171729999999999,0.048441,0.03803,3.106179,1.02488,0.751576,0.6768689999999999,0.617368,0.5260739999999999,0.563411,0.55371,0.58382,0.544147,0.519089,0.494853,0.479329,0.0201469999999999,0.015925,0.041417,0.009475,3.726268,0.960999,0.55548,0.43012,0.434837,0.277131,0.256551,0.331415,0.637119,0.375473,0.5224880000000001,0.390563,0.2094079999999999,0.017428,0.017237,0.053475,0.032523,2.7672060000000003,0.660664,0.166364,0.209701,0.185866,0.08494,0.163855,0.126078,0.149924,0.130616,0.12149,0.1160839999999999,0.084892
0.064882,0.0384899999999999,0.082748,0.088123,-72.926192,4.667508,1.561319,1.652845,0.664065,0.997567,0.386925,0.5990770000000001,0.517688,0.497972,0.592252,0.2132239999999999,0.4311649999999999,0.031567,0.022076,0.08741,0.038657,2.310137,0.8688600000000001,0.6751,0.605408,0.523418,0.5512560000000001,0.5700189999999999,0.532879,0.511849,0.4691909999999999,0.492562,0.490008,0.463891,0.022557,0.0171979999999999,0.046696,0.013035,3.011404,0.963597,0.542349,0.4357689999999999,0.354261,0.490307,0.429106,0.403367,0.3185219999999999,0.256646,0.290475,0.457551,0.249775,0.012669,0.015066,0.050191,0.031966,1.987185,0.244854,0.130503,0.137195,0.118171,0.126133,0.138479,0.119585,0.115646,0.095139,0.092611,0.133525,0.0946029999999999
0.104755,0.079452,0.158361,0.095594,-70.321611,5.350423999999999,0.8130729999999999,1.111043,0.380749,0.8690530000000001,0.448668,0.417951,0.409282,0.647849,0.457725,0.518624,0.561589,0.066123,0.063705,0.13192,0.044081,4.234862000000001,1.898714,0.965785,0.92273,0.73393,0.6050180000000001,0.6212529999999999,0.698345,0.61478,0.5467770000000001,0.5184340000000001,0.47458,0.498613,0.032098,0.029042,0.058848,0.009558,2.644862,0.795315,0.8883549999999999,0.474303,0.36199,0.2544099999999999,0.26982,0.330027,0.392016,0.2457079999999999,0.258373,0.152862,0.237575,0.0449009999999999,0.046117,0.067498,0.031383,1.656621,0.434174,0.289991,0.237225,0.149831,0.099576,0.109765,0.161931,0.107042,0.088179,0.096277,0.093232,0.083129
0.105152,0.080832,0.160129,0.08335,-67.601517,5.203183999999999,-0.196301,1.556786,0.796295,0.595152,0.08111,0.723096,-0.298243,0.365239,-0.01902,0.147084,0.109667,0.029787,0.025831,0.053978,0.04356,3.198478,1.251632,0.546998,0.610064,0.492563,0.56004,0.522008,0.490652,0.498884,0.556396,0.540716,0.5258550000000001,0.590424,0.018392,0.014766,0.030336,0.012764,2.639,0.754452,0.364206,0.372631,0.2333739999999999,0.339208,0.320952,0.2616219999999999,0.32992,0.395239,0.348746,0.430889,0.4649979999999999,0.0096969999999999,0.012604,0.032782,0.031362,1.838613,0.39069,0.137864,0.19852,0.117148,0.135063,0.137499,0.107889,0.1351119999999999,0.121051,0.176951,0.129742,0.240888
0.151558,0.1051059999999999,0.2624849999999999,0.0861779999999999,-64.607072,2.9330380000000003,0.536928,1.22316,0.7838970000000001,0.925314,0.759919,0.4722979999999999,0.617155,0.724611,0.401136,0.347966,0.458103,0.051308,0.048842,0.1261789999999999,0.038791,1.992339,0.953867,0.676323,0.62469,0.483074,0.504779,0.491426,0.517618,0.442015,0.456185,0.416955,0.420754,0.396081,0.023272,0.022134,0.049154,0.01284,2.267169,0.5324909999999999,0.75184,0.406628,0.35973,0.25576,0.219805,0.371251,0.342258,0.204364,0.268287,0.305649,0.2401869999999999,0.020358,0.020307,0.043496,0.031786,1.789534,0.253399,0.133155,0.131823,0.080792,0.0693059999999999,0.086605,0.116344,0.0624179999999999,0.06955,0.0580539999999999,0.053771,0.0542529999999999
